,security_id,quantity,open_datetime,open_average_price,close_datetime,close_average_price,drc,dr
81,25778,0.15678635648917594,2010-07-30,19.56,2010-08-31,17.9875,,0.3727206418672502
82,64961,0.055716250822658235,2010-07-30,54.92,2010-08-31,56.05,,0.5259535158461247
83,75607,0.23592433517264744,2010-07-30,12.97,2010-08-31,13.63,,0.4241472172351885
84,75828,0.1920865306490304,2010-07-30,15.93,2010-08-31,15.23,,0.45331246739697445
85,78139,0.37407545622672655,2010-07-30,8.18,2010-08-31,7.17,,0.4273113890525979
86,80179,0.22013936703986686,2010-07-30,13.9,2010-08-31,13.22,,0.579027947167657
87,82598,0.07233895671321564,2010-07-30,42.3,2010-08-31,40.38,,0.28635939352657735
88,82734,0.43403369368488276,2010-07-30,7.05,2010-08-31,6.05,,0.6862786571250632
89,83704,0.9577270137632947,2010-07-30,3.195,2010-08-31,3.2,,0.5587576783971525
90,84255,0.34151078454921757,2010-07-30,8.96,2010-08-31,7.74,,0.38282992434855706
91,85314,0.7384301788288693,2010-07-30,4.17,2010-08-31,3.96,,0.6054454431836638
92,85631,0.10358622728155731,2010-07-30,29.54,2010-08-31,27.73,,0.45660881174899864
93,87078,0.18333948822051202,2010-07-30,16.69,2010-08-31,16.66,,0.3612248797179233
94,87179,0.19305596969865108,2010-07-30,15.849999999999998,2010-08-31,15.83,,0.3902335023498549
95,87184,0.09517690265068943,2010-07-30,32.15,2010-08-31,34.55,,0.6324813771682767
96,87255,0.3566361214374148,2010-07-30,8.58,2010-08-31,7.86,,0.34267315322289765
97,87377,0.13972312284738686,2010-07-30,21.9,2010-08-31,18.83,,0.3364624394092748
98,87814,0.5861948039557426,2010-07-30,5.22,2010-08-31,5.28,,0.42840822543792845
99,88193,0.6232049548995312,2010-07-30,4.91,2010-08-31,5.22,,0.6327869454959757
100,88550,0.2007833939562316,2010-07-30,15.24,2010-08-31,15.75,,0.643893692606743
101,89203,0.0697660498729637,2010-07-30,43.86,2010-08-31,40.54,,0.664427528668119
102,89271,0.38393186756494707,2010-07-30,7.97,2010-08-31,7.59,,0.4281800836820084
103,90215,0.030924084032837747,2010-07-30,98.95,2010-08-31,109.88,,0.49174192307281256
104,91463,0.1652234206974895,2010-07-30,18.52,2010-08-31,24.55,,0.6507614610656539
105,92182,0.19741535200762853,2010-07-30,15.499999999999998,2010-08-31,19.46,,0.5774731407841496
106,92214,0.4546714581261877,2010-07-30,6.73,2010-08-31,7.46,,0.7159183977365796
107,92424,0.3029641210475471,2010-07-30,10.1,2010-08-31,32.12,,0.368306069163958
108,92552,0.12234857853741979,2010-07-30,25.01,2010-08-31,38.4,,0.5481148002250985
109,92758,0.4722125061632741,2010-07-30,6.48,2010-08-31,7.73,,0.41575317079344415
110,10107,0.0950512916846392,2010-08-31,23.465,2010-09-30,24.49,,0.3418298362461816
111,11781,0.5507107114049299,2010-08-31,4.05,2010-09-30,4.8,,0.6967054263565892
112,11976,0.06186904199318639,2010-08-31,36.05,2010-09-30,40.48,,0.35488563220480746
113,13777,0.43818852190068736,2010-08-31,5.09,2010-09-30,5.9,,0.608435428800964
114,25778,0.12399606794899815,2010-08-31,17.9875,2010-09-30,21.12,,0.3727206418672502
115,51829,0.4297453488924498,2010-08-31,5.19,2010-09-30,6.65,,0.3877936241610738
116,52813,0.24583943353169244,2010-08-31,9.0725,2010-09-30,10.57,,0.2640800378715113
117,53480,0.05854014405318621,2010-08-31,38.1,2010-09-30,42.33,,0.3570562035568532
118,64961,0.03997268546969982,2010-08-31,56.05,2010-09-30,66.31,,0.5259535158461247
119,75607,0.16363741832566997,2010-08-31,13.63,2010-09-30,15.13,,0.4241472172351885
120,75828,0.14644641652023238,2010-08-31,15.23,2010-09-30,16.4475,,0.45331246739697445
121,76279,0.26270653356713886,2010-08-31,8.49,2010-09-30,8.76,,0.2693172173880604
122,77868,0.50347132421409,2010-08-31,4.43,2010-09-30,4.47,,0.284870716650264
123,78139,0.3110710784983206,2010-08-31,7.17,2010-09-30,8.52,,0.4273113890525979
124,80179,0.16871247231924122,2010-08-31,13.22,2010-09-30,13.87,,0.579027947167657
125,82513,0.31771772608083365,2010-08-31,7.02,2010-09-30,8.08,,0.6063226960930511
126,82598,0.055234731217873034,2010-08-31,40.38,2010-09-30,49.79,,0.28635939352657735
127,82607,0.11241832007325503,2010-08-31,19.84,2010-09-30,23.13,,0.33422304152184906
128,82734,0.3686575697636493,2010-08-31,6.05,2010-09-30,6.96,,0.6862786571250632
129,83704,0.6969935220002818,2010-08-31,3.2,2010-09-30,3.2999,,0.5587576783971525
130,84255,0.2881625239092743,2010-08-31,7.739999999999999,2010-09-30,7.41,,0.38282992434855706
131,85314,0.5632269248628525,2010-08-31,3.9599999999999995,2010-09-30,4.16,,0.6054454431836638
132,85395,0.4636961903113315,2010-08-31,4.81,2010-09-30,4.93,,0.6277864178330741
133,85631,0.08043197774763587,2010-08-31,27.73,2010-09-30,31.97,,0.45660881174899864
134,86717,0.159199090109326,2010-08-31,14.01,2010-09-30,15.36,,0.6350290722313573
135,87078,0.13387621905879743,2010-08-31,16.66,2010-09-30,18.47,,0.3612248797179233
136,87179,0.14089566688005514,2010-08-31,15.83,2010-09-30,20.51,,0.3902335023498549
137,87184,0.06455510276138836,2010-08-31,34.55,2010-09-30,41.0,,0.6324813771682767
138,87255,0.28376325729639745,2010-08-31,7.86,2010-09-30,9.06,,0.34267315322289765
139,87343,0.1017508273313182,2010-08-31,21.92,2010-09-30,32.41,,0.4045600917940556
140,87377,0.11844812805900447,2010-08-31,18.83,2010-09-30,24.06,,0.3364624394092748
141,87814,0.42241999190328844,2010-08-31,5.28,2010-09-30,4.87,,0.42840822543792845
142,88193,0.427275785225738,2010-08-31,5.22,2010-09-30,5.44,,0.6327869454959757
143,88550,0.14239155622312963,2010-08-31,15.75,2010-09-30,18.15,,0.643893692606743
144,88664,0.09514183400015458,2010-08-31,23.53,2010-09-30,25.5,,0.3246835116383664
145,89203,0.05501674959927017,2010-08-31,40.54,2010-09-30,44.15,,0.664427528668119
146,89271,0.2938575325105042,2010-08-31,7.59,2010-09-30,8.47,,0.4281800836820084
147,90215,0.020298321713856766,2010-08-31,109.88,2010-09-30,111.8,,0.49174192307281256
148,90742,0.37675321817516455,2010-08-31,5.92,2010-09-30,7.76,,0.3798025300662741
149,91463,0.09085044607782562,2010-08-31,24.55,2010-09-30,26.03,,0.6507614610656539
150,91814,0.3389634210621795,2010-08-31,6.58,2010-09-30,6.22,,0.45129312196588905
151,91888,0.12148028448563031,2010-08-31,18.36,2010-09-30,21.34,,0.43399432295206486
152,92182,0.11461349386690885,2010-08-31,19.46,2010-09-30,26.95,,0.5774731407841496
153,92207,0.4827659257138046,2010-08-31,4.62,2010-09-30,4.96,,0.34574704470713713
154,92214,0.2989783578484966,2010-08-31,7.46,2010-09-30,9.41,,0.7159183977365796
155,92552,0.058082754877373154,2010-08-31,38.4,2010-09-30,43.5475,,0.5481148002250985
156,92758,0.28853532929896275,2010-08-31,7.73,2010-09-30,8.37,,0.41575317079344415
157,92935,0.49127303266719036,2010-08-31,4.54,2010-09-30,5.0,,0.2931144745256875
158,10107,0.10314558067843373,2010-09-30,24.49,2010-10-29,26.665,,0.3418298362461816
159,11781,0.5262570489934593,2010-09-30,4.8,2010-10-29,4.6,,0.6967054263565892
160,11976,0.062402059138112566,2010-09-30,40.48,2010-10-29,45.46,,0.35488563220480746
161,13777,0.4281415548862387,2010-09-30,5.9,2010-10-29,6.04,,0.608435428800964
162,25778,0.11960393286969485,2010-09-30,21.12,2010-10-29,23.2,,0.3727206418672502
163,51829,0.37985466144111274,2010-09-30,6.65,2010-10-29,6.34,,0.3877936241610738
164,52813,0.23898156070609244,2010-09-30,10.57,2010-10-29,10.82,,0.2640800378715113
165,53480,0.05967480143675905,2010-09-30,42.33,2010-10-29,45.39,,0.3570562035568532
166,64961,0.03809434096813843,2010-09-30,66.31,2010-10-29,64.26,,0.5259535158461247
167,75607,0.16695544816784785,2010-09-30,15.13,2010-10-29,16.19,,0.4241472172351885
168,75828,0.1535816340173636,2010-09-30,16.4475,2010-10-29,15.83,,0.45331246739697445
169,76279,0.2883602160665308,2010-09-30,8.76,2010-10-29,9.08,,0.2693172173880604
170,77868,0.5651084555640444,2010-09-30,4.47,2010-10-29,5.2,,0.284870716650264
171,78139,0.2964830412228772,2010-09-30,8.52,2010-10-29,10.01,,0.4273113890525979
172,80179,0.20338575683058965,2010-09-30,13.870000000000001,2010-10-29,17.13,,0.579027947167657
173,82513,0.31262816488997236,2010-09-30,8.08,2010-10-29,6.12,,0.6063226960930511
174,82598,0.05073378249990656,2010-09-30,49.79,2010-10-29,53.25,,0.28635939352657735
175,82607,0.10921031001721433,2010-09-30,23.13,2010-10-29,21.51,,0.33422304152184906
176,82734,0.3629361382357014,2010-09-30,6.96,2010-10-29,7.25,,0.6862786571250632
177,83704,0.7654884225449957,2010-09-30,3.2999,2010-10-29,3.11,,0.5587576783971525
178,84255,0.3408952966611626,2010-09-30,7.41,2010-10-29,8.04,,0.38282992434855706
179,85314,0.607220063456889,2010-09-30,4.16,2010-10-29,4.31,,0.6054454431836638
180,85395,0.512380284643923,2010-09-30,4.93,2010-10-29,5.08,,0.6277864178330741
181,85631,0.07901263518469188,2010-09-30,31.969999999999995,2010-10-29,36.1975,,0.45660881174899864
182,86717,0.16445537333070345,2010-09-30,15.36,2010-10-29,18.02,,0.6350290722313573
183,86822,0.8122302290805304,2010-09-30,3.11,2010-10-29,3.19,,0.4324785553047404
184,87078,0.13676414826397987,2010-09-30,18.47,2010-10-29,19.1,,0.3612248797179233
185,87179,0.12316114374450177,2010-09-30,20.51,2010-10-29,23.47,,0.3902335023498549
186,87184,0.06161062027007924,2010-09-30,41.0,2010-10-29,42.26,,0.6324813771682767
187,87255,0.2788117045475482,2010-09-30,9.06,2010-10-29,11.15,,0.34267315322289765
188,87343,0.07793997675663425,2010-09-30,32.41,2010-10-29,30.49,,0.4045600917940556
189,87377,0.1049890085410742,2010-09-30,24.06,2010-10-29,26.97,,0.3364624394092748
190,87814,0.5186931351933824,2010-09-30,4.87,2010-10-29,5.35,,0.42840822543792845
191,88193,0.4643445167803813,2010-09-30,5.44,2010-10-29,5.96,,0.6327869454959757
192,88550,0.13917553241339198,2010-09-30,18.15,2010-10-29,19.69,,0.643893692606743
193,88664,0.09906018120720306,2010-09-30,25.5,2010-10-29,27.16,,0.3246835116383664
194,89203,0.05721482117625443,2010-09-30,44.15,2010-10-29,46.81,,0.664427528668119
195,89271,0.2982332055277894,2010-09-30,8.47,2010-10-29,8.89,,0.4281800836820084
196,90215,0.022594223809883098,2010-09-30,111.8,2010-10-29,116.07,,0.49174192307281256
197,90742,0.32551978253926567,2010-09-30,7.76,2010-10-29,7.57,,0.3798025300662741
198,91463,0.09704321608201341,2010-09-30,26.03,2010-10-29,28.93,,0.6507614610656539
199,91814,0.4061149773486437,2010-09-30,6.22,2010-10-29,6.58,,0.45129312196588905
200,91888,0.11837093121551402,2010-09-30,21.34,2010-10-29,21.93,,0.43399432295206486
201,92182,0.09373041070727706,2010-09-30,26.95,2010-10-29,26.96,,0.5774731407841496
202,92207,0.5092812834136465,2010-09-30,4.96,2010-10-29,6.26,,0.34574704470713713
203,92214,0.2684415657810103,2010-09-30,9.41,2010-10-29,10.58,,0.7159183977365796
204,92758,0.30179638604696635,2010-09-30,8.37,2010-10-29,8.23,,0.41575317079344415
205,92935,0.5052069427578748,2010-09-30,5.0,2010-10-29,4.45,,0.2931144745256875
206,10107,0.09485963309983073,2010-10-29,26.664999999999996,2010-11-30,25.2575,,0.3418298362461816
207,11781,0.5464150903038324,2010-10-29,4.6,2010-11-30,4.61,,0.6967054263565892
208,11976,0.05529057890432766,2010-10-29,45.46,2010-11-30,44.4,,0.35488563220480746
209,13777,0.4217256382390924,2010-10-29,6.04,2010-11-30,6.71,,0.608435428800964
210,25778,0.10834092124994872,2010-10-29,23.2,2010-11-30,22.89,,0.3727206418672502
211,30147,0.02816889233600468,2010-10-29,89.23,2010-11-30,91.17,,0.22682314400655187
212,32054,0.21630883293873723,2010-10-29,11.62,2010-11-30,14.94,,0.2549076435582348
213,51829,0.39645244032306914,2010-10-29,6.34,2010-11-30,4.78,,0.3877936241610738
214,52813,0.2323020947836313,2010-10-29,10.82,2010-11-30,11.25,,0.2640800378715113
215,53480,0.055375850112498924,2010-10-29,45.39,2010-11-30,43.72,,0.3570562035568532
216,62296,0.37459164656144234,2010-10-29,6.710000000000001,2010-11-30,6.86,,0.2524352730069213
217,64961,0.03911466966541918,2010-10-29,64.26,2010-11-30,64.49,,0.5259535158461247
218,75607,0.15525069819414966,2010-10-29,16.19,2010-11-30,16.7975,,0.4241472172351885
219,75828,0.1587812924062181,2010-10-29,15.83,2010-11-30,14.91,,0.45331246739697445
220,76279,0.27681810878992036,2010-10-29,9.08,2010-11-30,9.93,,0.2693172173880604
221,77868,0.48336734104342344,2010-10-29,5.2,2010-11-30,5.15,,0.284870716650264
222,78139,0.2510998128408611,2010-10-29,10.01,2010-11-30,10.3,,0.4273113890525979
223,80179,0.1467313358702161,2010-10-29,17.13,2010-11-30,14.4,,0.579027947167657
224,82513,0.4107041744793186,2010-10-29,6.12,2010-11-30,5.45,,0.6063226960930511
225,82598,0.047202054360838595,2010-10-29,53.25,2010-11-30,50.93,,0.28635939352657735
226,82607,0.11685304258274318,2010-10-29,21.51,2010-11-30,17.6,,0.33422304152184906
227,82734,0.3466910166299473,2010-10-29,7.250000000000001,2010-11-30,8.4,,0.6862786571250632
228,83704,0.8082026662052864,2010-10-29,3.11,2010-11-30,3.1,,0.5587576783971525
229,84255,0.31262552205295097,2010-10-29,8.04,2010-11-30,8.04,,0.38282992434855706
230,85314,0.5862762870984394,2010-10-29,4.31,2010-11-30,4.71,,0.6054454431836638
231,85395,0.4947854823987735,2010-10-29,5.08,2010-11-30,5.25,,0.6277864178330741
232,85631,0.06943873641881762,2010-10-29,36.1975,2010-11-30,35.29,,0.45660881174899864
233,86717,0.13948435806975526,2010-10-29,18.02,2010-11-30,18.93,,0.6350290722313573
234,86822,0.787933662177243,2010-10-29,3.19,2010-11-30,2.93,,0.4324785553047404
235,87078,0.131597316178118,2010-10-29,19.1,2010-11-30,17.55,,0.3612248797179233
236,87179,0.10709460767417579,2010-10-29,23.47,2010-11-30,22.09,,0.3902335023498549
237,87184,0.059477254808576324,2010-10-29,42.26,2010-11-30,43.5,,0.6324813771682767
238,87255,0.2254269584675225,2010-10-29,11.15,2010-11-30,8.23,,0.34267315322289765
239,87343,0.08243715699631106,2010-10-29,30.49,2010-11-30,30.02,,0.4045600917940556
240,87377,0.09319647987322886,2010-10-29,26.97,2010-11-30,26.6,,0.3364624394092748
241,87814,0.4698150256322549,2010-10-29,5.35,2010-11-30,5.07,,0.42840822543792845
242,88193,0.42172974507928374,2010-10-29,5.96,2010-11-30,6.03,,0.6327869454959757
243,88550,0.13159078465590276,2010-10-29,19.69,2010-11-30,24.32,,0.643893692606743
244,88664,0.09286607454017723,2010-10-29,27.16,2010-11-30,27.34,,0.3246835116383664
245,89203,0.05369599212009087,2010-10-29,46.81,2010-11-30,47.46,,0.664427528668119
246,89271,0.2827343790376538,2010-10-29,8.89,2010-11-30,8.59,,0.4281800836820084
247,90215,0.021655122060042775,2010-10-29,116.07,2010-11-30,139.22,,0.49174192307281256
248,90742,0.33203554552684206,2010-10-29,7.57,2010-11-30,7.69,,0.3798025300662741
249,91463,0.08688242658382081,2010-10-29,28.93,2010-11-30,29.13,,0.6507614610656539
250,91814,0.38199245169722457,2010-10-29,6.58,2010-11-30,5.98,,0.45129312196588905
251,91888,0.11461507280076219,2010-10-29,21.93,2010-11-30,21.2425,,0.43399432295206486
252,91901,0.36165593119092926,2010-10-29,6.95,2010-11-30,7.4,,0.23013394406273854
253,92207,0.4015189336543936,2010-10-29,6.26,2010-11-30,7.1,,0.34574704470713713
254,92214,0.23757174585491803,2010-10-29,10.58,2010-11-30,10.36,,0.7159183977365796
255,92758,0.3054082744851836,2010-10-29,8.23,2010-11-30,6.69,,0.41575317079344415
256,92935,0.5648336830002717,2010-10-29,4.45,2010-11-30,4.54,,0.2931144745256875
257,10107,0.07559691377229705,2010-11-30,25.2575,2010-12-31,27.91,,0.3418298362461816
258,11781,0.41418438738000907,2010-11-30,4.61,2010-12-31,4.75,,0.6967054263565892
259,11976,0.043004281669522616,2010-11-30,44.4,2010-12-31,47.14,,0.35488563220480746
260,13777,0.2883418008714148,2010-11-30,6.71,2010-12-31,6.77,,0.608435428800964
261,25778,0.08355243521257381,2010-11-30,22.89,2010-12-31,24.44,,0.3727206418672502
262,27043,0.029004862545866632,2010-11-30,65.83,2010-12-31,69.28,,0.3985504274808432
263,30147,0.02094317714878788,2010-11-30,91.17,2010-12-31,118.01,,0.22682314400655187
264,32054,0.12780391407322447,2010-11-30,14.94,2010-12-31,16.03,,0.2549076435582348
265,50623,0.05009354433525859,2010-11-30,38.32,2010-12-31,37.46,,0.24403906843631967
266,51829,0.3994537354829959,2010-11-30,4.78,2010-12-31,5.06,,0.3877936241610738
267,52813,0.16972357194234883,2010-11-30,11.25,2010-12-31,12.0,,0.2640800378715113
268,53480,0.04367312934625829,2010-11-30,43.72,2010-12-31,43.86,,0.3570562035568532
269,62296,0.27833673945684634,2010-11-30,6.86,2010-12-31,7.38,,0.2524352730069213
270,63715,0.05427486360111538,2010-11-30,35.18,2010-12-31,32.88,,0.2512701666815224
271,64961,0.029734736446154732,2010-11-30,64.49,2010-12-31,69.82,,0.5259535158461247
272,65008,0.0922410546189073,2010-11-30,20.7,2010-12-31,25.15,,0.22058313085734121
273,74500,0.2893013052620923,2010-11-30,6.6,2010-12-31,4.71,,0.4904667981591059
274,75607,0.11367107210923501,2010-11-30,16.7975,2010-12-31,16.74,,0.4241472172351885
275,75828,0.12806105774691462,2010-11-30,14.91,2010-12-31,16.38,,0.45331246739697445
276,75912,0.089140526652893,2010-11-30,21.42,2010-12-31,22.53,,0.42664892096612833
277,76076,0.09965494064213802,2010-11-30,19.16,2010-12-31,20.23,,0.20800651377391777
278,76279,0.19228493733812269,2010-11-30,9.93,2010-12-31,12.18,,0.2693172173880604
279,77630,0.5699671815213425,2010-11-30,3.35,2010-12-31,3.45,,0.5900482093663912
280,77868,0.37075514341110816,2010-11-30,5.15,2010-12-31,4.94,,0.284870716650264
281,78139,0.1853776775255176,2010-11-30,10.3,2010-12-31,11.67,,0.4273113890525979
282,80179,0.13259646977962347,2010-11-30,14.4,2010-12-31,14.45,,0.579027947167657
283,82513,0.35034660961236086,2010-11-30,5.45,2010-12-31,6.08,,0.6063226960930511
284,82598,0.0374904615531315,2010-11-30,50.93,2010-12-31,54.96,,0.28635939352657735
285,82607,0.10848804475381699,2010-11-30,17.6,2010-12-31,21.23,,0.33422304152184906
286,82720,0.19247885350739927,2010-11-30,9.92,2010-12-31,9.56,,0.5465512759743735
287,82734,0.22730822947301216,2010-11-30,8.4,2010-12-31,8.3,,0.6862786571250632
288,83275,0.09330730158988922,2010-11-30,20.64,2010-12-31,25.5,,0.208503354207979
289,83704,0.615932379931183,2010-11-30,3.1,2010-12-31,2.8999,,0.5587576783971525
290,84255,0.23748630378732996,2010-11-30,8.04,2010-12-31,8.55,,0.38282992434855706
291,85067,0.03145615985922052,2010-11-30,60.7,2010-12-31,65.58,,0.30732672848130743
292,85314,0.21813873209010792,2010-11-30,4.71,2010-12-31,9.94,,0.6054454431836638
293,85395,0.36369328996717726,2010-11-30,5.25,2010-12-31,5.17,,0.6277864178330741
294,85631,0.05410570295984853,2010-11-30,35.29,2010-12-31,38.2,,0.45660881174899864
295,85953,0.1335423554255356,2010-11-30,14.298,2010-12-31,14.09,,0.4929020664869721
296,86717,0.10086581365007911,2010-11-30,18.93,2010-12-31,21.71,,0.6350290722313573
297,86964,0.014478237005722367,2010-11-30,131.88,2010-12-31,130.16,,0.5694293349400548
298,87013,0.09436074911619076,2010-11-30,20.235,2010-12-31,23.49,,0.4354784404390474
299,87078,0.10879715742584786,2010-11-30,17.55,2010-12-31,19.27,,0.3612248797179233
300,87179,0.08643684681505176,2010-11-30,22.09,2010-12-31,23.01,,0.3902335023498549
