,datetime,nav,cash_position,margin_requirement
0,2000-03-31,100.0,100.0,0.0
0,2000-04-28,100.0,100.0,0.0
0,2000-05-31,99.59999999999998,99.59999999999998,100.0
0,2000-06-30,123.069744,123.06974400000001,123.56400000000002
0,2000-07-31,140.92150264617604,140.92150264617604,141.48745245600003
0,2000-08-31,208.3558237784348,208.35582377843477,209.19259415505502
0,2000-09-29,209.9599552657049,209.95995526570493,210.80316793745476
0,2000-10-31,184.8006637861708,184.80066378617076,185.54283512667752
0,2000-11-30,142.65927481836377,142.6592748183637,143.23220363289536
0,2000-12-29,151.7097424975529,-0.3040275400752961,76.00688501881407
0,2001-01-31,170.62749225777029,-0.3419388622400277,85.48471556000516
0,2001-02-28,120.22494152541314,-0.24093174654395,60.23293663597855
0,2001-03-30,115.3829220804576,-0.23122830076246714,57.807075190610036
0,2001-04-30,127.07609663090939,-0.25466151629440503,63.6653790736019
0,2001-05-31,139.92687869620448,-0.2804145865655414,70.10364664138501
0,2001-06-29,140.62228030160495,-0.2818081769571279,70.45204423928104
0,2001-07-31,147.2369836202561,-0.2950640954313428,73.76602385784372
0,2001-08-31,123.10285430561724,-0.2466991068248774,61.67477670622106
0,2001-09-28,80.01960459573071,-0.1603599290495623,40.08998226239014
0,2001-10-31,97.02210616454789,-0.19443307848605684,48.608269621516975
0,2001-11-30,110.15031827294912,-0.22074212078747735,55.1855301968683
0,2001-12-31,126.38761340633732,-0.25328179039344434,63.320447598365384
0,2002-01-31,124.14735504242596,-0.24879229467423158,62.198073668550094
0,2002-02-28,109.99329779481731,-0.22042745049063228,55.10686262265397
0,2002-03-28,122.05286143276616,-0.2445949126909568,61.14872817272856
0,2002-04-30,108.72512853814735,-0.2178860291346041,54.471507283640975
0,2002-05-31,100.66252981357448,-0.20172851666049496,50.43212916511749
0,2002-06-28,89.27268282604265,-0.17890317199612582,44.72579299901939
0,2002-07-31,74.56869049551167,-0.14943625349800982,37.35906337450484
0,2002-08-30,74.04470398358842,-0.14838618032786144,37.09654508195814
0,2002-09-30,66.17790287413541,-0.1326210478439407,33.15526196098968
0,2002-10-31,74.64714821413972,-0.14959348339506562,37.39837084876739
0,2002-11-29,83.31402656507095,-0.16696197708428429,41.740494271077615
0,2002-12-31,75.41752146095303,-0.15113731755702986,37.78432938925503
0,2003-01-31,73.12510314610131,-0.14654329287795065,36.63582321948963
0,2003-02-28,71.94676946088964,-0.14418190272724019,36.04547568180844
0,2003-03-31,73.46002715541746,-0.14721448327740916,36.80362081934744
0,2003-04-30,80.97081566780247,-0.16226616366292035,40.566540915732695
0,2003-05-30,90.5155117755811,-0.18139381117352116,45.34845279337731
0,2003-06-30,92.0569571169017,-0.1844828799937801,46.12071999844774
0,2003-07-31,99.1267501420873,-0.19865080188793627,49.66270047198762
0,2003-08-29,104.559596316569,-0.20953826917148888,52.384567292870244
0,2003-09-30,103.61093316061465,-0.20763714060241512,51.90928515060853
0,2003-10-31,114.50399290277392,-0.22946691964486376,57.36672991120939
0,2003-11-28,116.85434426998256,-0.23417704262519123,58.54426065630388
0,2003-12-31,116.01944559208464,-0.23250389898211665,58.12597474553338
0,2004-01-30,122.9438709115977,-0.24638050282882773,61.59512570721326
0,2004-02-27,119.87547244397518,-0.24023140770337648,60.05785192583928
0,2004-03-31,118.74239494807448,-0.23796071131872054,59.4901778296966
0,2004-04-30,111.87522564925814,-0.22419884899653653,56.04971224912734
0,2004-05-28,113.70014571558065,-0.22785600343799217,56.96400085950932
0,2004-06-30,116.43394145410832,-0.23333455201220943,58.333638003060265
0,2004-07-30,103.65578057651123,-0.2077270151833801,51.93175379584731
0,2004-08-31,100.19485470400326,-0.2007912919919903,50.197822997997626
0,2004-09-30,106.47406481694807,-0.21337487939271682,53.343719848170394
0,2004-10-29,112.27326773455556,-0.22499652852610552,56.24913213154083
0,2004-11-30,120.18876762456455,-0.24085925375659656,60.21481343916057
0,2004-12-31,125.01101670883486,-0.25052307957683695,62.63076989420585
0,2005-01-31,118.6835536750821,-0.23784279293607824,59.46069823400909
0,2005-02-28,119.50555701350578,-0.23949009421542655,59.8725235538606
0,2005-03-31,115.66525488863215,-0.23179409797319295,57.94852449330267
0,2005-04-29,109.17578915231141,-0.21878915661783083,54.69728915446462
