,datetime,nav,cash_position,margin_requirement
0,1970-06-30,100.0,100.0,100.0
0,1970-07-31,110.28093911105503,110.28093911105505,110.28093911105506
0,1970-08-31,106.45188896042421,106.45188896042423,106.45188896042421
0,1970-09-30,97.25858948282857,97.25858948282857,97.25858948282855
0,1970-10-30,103.53653673217876,103.53653673217875,103.53653673217876
0,1970-11-30,106.30594228634354,106.30594228634354,106.30594228634358
0,1970-12-31,105.38934190737919,105.38934190737918,105.38934190737919
0,1971-01-29,101.43488808950437,101.43488808950435,101.43488808950437
0,1971-02-26,103.22238524728093,103.2223852472809,103.22238524728093
0,1971-03-31,101.21595613946388,101.21595613946384,101.21595613946386
0,1971-04-30,103.43066540939137,103.43066540939132,103.43066540939137
0,1971-05-28,104.59367737678141,104.59367737678139,104.59367737678144
0,1971-06-30,107.88808552748506,107.88808552748503,107.88808552748506
0,1971-07-30,106.8741259559924,106.87412595599237,106.87412595599241
0,1971-08-31,107.35572573280109,107.35572573280106,107.3557257328011
0,1971-09-30,110.42879473162316,110.42879473162311,110.42879473162319
0,1971-10-29,108.08768864086137,108.08768864086133,108.0876886408614
0,1971-11-30,108.52437372406483,108.5243737240648,108.52437372406482
0,1971-12-31,110.03576976148906,110.03576976148904,110.03576976148908
0,1972-01-31,109.0457028163207,109.04570281632066,109.0457028163207
0,1972-02-29,116.14668962099492,116.14668962099486,116.14668962099493
0,1972-03-30,115.99744528358772,115.99744528358768,115.99744528358772
0,1972-04-28,115.86823824314403,115.86823824314398,115.86823824314399
0,1972-05-31,122.4748087831374,122.47480878313738,122.47480878313742
0,1972-06-30,126.05504712837919,126.05504712837916,126.05504712837919
0,1972-07-31,126.72791154774215,126.72791154774212,126.7279115477422
0,1972-08-31,120.84163110419067,120.84163110419064,120.84163110419067
0,1972-09-29,121.65336349300841,121.65336349300837,121.65336349300841
0,1972-10-31,121.13377261975141,121.13377261975137,121.13377261975145
0,1972-11-30,116.05880192383046,116.0588019238304,116.05880192383046
0,1972-12-29,121.66287398607953,121.66287398607949,121.66287398607955
0,1973-01-31,125.47314534209552,125.47314534209546,125.47314534209553
0,1973-02-28,126.16202467629695,126.16202467629691,126.16202467629698
0,1973-03-30,124.90790133334684,124.90790133334679,124.90790133334684
0,1973-04-30,121.79272499742358,121.79272499742353,121.79272499742362
0,1973-05-31,124.36225240537138,124.36225240537134,124.36225240537138
0,1973-06-29,120.23582031013183,120.2358203101318,120.23582031013184
0,1973-07-31,120.06961392564531,120.06961392564527,120.06961392564529
0,1973-08-31,117.24692885930935,117.2469288593093,117.24692885930935
0,1973-09-28,111.12530115692249,111.12530115692243,111.12530115692246
0,1973-10-31,108.29123113327927,108.29123113327924,108.29123113327925
0,1973-11-30,106.43399436548319,106.43399436548316,106.43399436548319
0,1973-12-31,98.59044968298015,98.59044968298012,98.59044968298014
0,1974-01-31,97.00362578901685,97.00362578901684,97.00362578901684
0,1974-02-28,94.83181183152499,94.83181183152496,94.83181183152497
0,1974-03-29,97.34456685703738,97.34456685703736,97.34456685703734
0,1974-04-30,102.23309215057188,102.23309215057185,102.23309215057182
0,1974-05-31,113.96978070215877,113.96978070215876,113.96978070215877
0,1974-06-28,121.762578120883,121.76257812088298,121.76257812088299
0,1974-07-31,110.76491157436914,110.76491157436912,110.76491157436911
0,1974-08-30,110.68256546738587,110.68256546738586,110.68256546738587
0,1974-09-30,98.21729066752333,98.21729066752332,98.21729066752336
0,1974-10-31,98.46691494772072,98.46691494772071,98.46691494772072
0,1974-11-29,95.31665540487057,95.31665540487054,95.31665540487056
0,1974-12-31,94.03511853787171,94.03511853787171,94.03511853787168
0,1975-01-31,84.42374581720499,84.42374581720497,84.42374581720497
0,1975-02-28,95.1952060604451,95.19520606044509,95.19520606044507
0,1975-03-31,98.41963716555554,98.41963716555553,98.41963716555554
0,1975-04-30,98.98217835844233,98.9821783584423,98.9821783584423
0,1975-05-30,100.15602395995337,100.15602395995336,100.15602395995333
0,1975-06-30,93.54430977772213,93.54430977772213,93.54430977772209
0,1975-07-31,91.3374897274393,91.33748972743929,91.33748972743928
0,1975-08-29,92.4864742827929,92.48647428279288,92.48647428279287
0,1975-09-30,95.13968344398545,95.13968344398543,95.13968344398545
0,1975-10-31,98.73276124901429,98.73276124901429,98.73276124901426
0,1975-11-28,97.19366890393698,97.19366890393698,97.19366890393697
0,1975-12-31,92.27471225563657,92.27471225563657,92.27471225563656
0,1976-01-30,91.21081254741034,91.21081254741033,91.21081254741028
0,1976-02-27,88.33934737845108,88.33934737845107,88.33934737845107
0,1976-03-31,87.95083223358222,87.9508322335822,87.95083223358219
0,1976-04-30,85.94471795670279,85.94471795670279,85.94471795670279
0,1976-05-28,85.5854351270462,85.5854351270462,85.58543512704614
0,1976-06-30,83.65327285246633,83.65327285246633,83.6532728524663
0,1976-07-30,82.07592485987874,82.07592485987874,82.07592485987871
0,1976-08-31,83.58478375733966,83.58478375733965,83.58478375733961
0,1976-09-30,84.56639040295312,84.56639040295312,84.56639040295309
0,1976-10-29,81.4218248898275,81.4218248898275,81.42182488982746
0,1976-11-30,78.8538122140134,78.8538122140134,78.85381221401342
0,1976-12-31,74.29108390361455,74.29108390361455,74.29108390361452
0,1977-01-31,71.88916462088274,71.88916462088272,71.88916462088274
0,1977-02-28,72.46850865260177,72.46850865260176,72.46850865260171
0,1977-03-31,71.40386230472289,71.40386230472289,71.40386230472288
