,quantity,open_average_price,close_datetime,close_average_price,drc,security_id,open_datetime,dr
0,-0.0756257754477938,18.85222,2002-02-28,16.35,,10092,2002-01-31,0.0038368735413947235
1,-0.031321444666194555,45.51878,2002-02-28,44.38,,10324,2002-01-31,0.0017917201995550861
2,0.06238307330253639,22.9458,2002-02-28,16.39,,11531,2002-01-31,0.3611998042277484
3,-0.06541080312722104,21.79632,2002-02-28,24.12,,21207,2002-01-31,0.0004060403333397784
4,-0.1082251552795031,13.173599999999999,2002-02-28,13.8,,39731,2002-01-31,0.004267482032259895
5,-0.10789818401937046,13.213520000000003,2002-02-28,11.8,,45225,2002-01-31,0.006876973348191484
6,0.05686987789347517,25.17024,2002-02-28,19.07,,75577,2002-01-31,0.5983347305073969
7,-0.08030192012288787,17.75442,2002-02-28,18.6,,75649,2002-01-31,0.0015033631939493505
8,0.0912824727946284,15.6813,2002-02-28,12.34,,75684,2002-01-31,0.4402090685132166
9,-0.06377551020408163,22.3552,2002-02-28,15.54,,75696,2002-01-31,0.0001800139510812088
10,-0.09498479418886198,15.00992,2002-02-28,14.75,,76209,2002-01-31,0.006044862184521234
11,-0.09511131868131868,14.98996,2002-02-28,13.0,,76230,2002-01-31,0.0038019835816963683
12,-0.021783655966674833,65.44884,2002-02-28,58.3,,76625,2002-01-31,0.000832024039840219
13,0.07888305529680752,18.14622,2002-02-28,16.87,,76792,2002-01-31,0.4716245561023478
14,-0.06417661355657577,22.215480000000003,2002-02-28,15.87,,77292,2002-01-31,0.0005832434166399347
15,-0.10204084460574067,13.972,2002-02-28,21.65,,77929,2002-01-31,0.005979483240989633
16,0.04396958081478206,32.55498,2002-02-28,29.07,,78083,2002-01-31,0.42812570275033596
17,0.06754473747111783,21.1923,2002-02-28,17.93,,79467,2002-01-31,0.510629365291401
18,-0.059573438285044376,23.93204,2002-02-28,25.59,,79502,2002-01-31,0.007598650927487353
19,0.07440472120472119,19.2384,2002-02-28,17.55,,79528,2002-01-31,0.3987229364005413
20,-0.05078460038986356,28.073739999999997,2002-02-28,20.52,,79977,2002-01-31,0.004581288433852296
21,0.08917424959146814,16.052039999999998,2002-02-28,16.61,,80470,2002-01-31,0.4177045866047433
22,0.14088472021805354,10.16028,2002-02-28,8.91,,80537,2002-01-31,0.46600274725274726
23,-0.14285714285714285,9.98,2002-02-28,11.51,,81740,2002-01-31,0.0013659867371454545
24,0.10204085862324205,14.028,2002-02-28,9.65,,81877,2002-01-31,0.4380600616986002
25,0.02647954766322113,54.057900000000004,2002-02-28,48.51,,82546,2002-01-31,0.5256462281378079
26,0.07701191257855734,18.5871,2002-02-28,15.23,,82613,2002-01-31,0.5672677697217574
27,-0.1072501047339757,13.29336,2002-02-28,10.23,,82702,2002-01-31,0.0017523364485981308
28,0.04402379424170182,32.514900000000004,2002-02-28,31.16,,82837,2002-01-31,0.5058581390348048
