,quantity,open_average_price,close_datetime,close_average_price,drc,dr,security_id,open_datetime
0,-1.1526053550640278,43.293240000000004,2001-02-28,42.95,,0.0258287591303972,75460,2001-01-31
1,-2.0779206225680933,24.014375,2001-02-28,16.0625,,0.006969408283853364,80703,2001-01-31
2,-1.3675496558698226,42.8641,2001-03-30,42.25,,0.0258287591303972,75460,2001-02-28
3,-3.6395032217142864,16.030375,2001-03-30,19.25,,0.006969408283853364,80703,2001-02-28
4,-5.494273856317681,19.2115,2001-04-30,20.12,,0.006969408283853364,80703,2001-03-30
5,-5.008607402943789,20.07976,2001-05-31,20.14,,0.006969408283853364,80703,2001-04-30
6,-2.494326229991867,20.09972,2001-06-29,30.06,,0.006969408283853364,80703,2001-05-31
7,-2.7800630889023794,18.03386,2001-06-29,17.2,,0.023641002523503905,85522,2001-05-31
8,-1.2964978361631718,29.999879999999997,2001-07-31,15.78,,0.006969408283853364,80703,2001-06-29
9,-2.265857378870645,17.165599999999998,2001-07-31,17.14,,0.023641002523503905,85522,2001-06-29
10,-0.8610276997601243,37.45493999999999,2001-08-31,38.3,,0.0258287591303972,75460,2001-07-31
11,-2.0371675701283602,15.74844,2001-08-31,16.62,,0.006969408283853364,80703,2001-07-31
12,-1.87552426807676,17.10572,2001-08-31,14.27,,0.023641002523503905,85522,2001-07-31
13,-0.8623786348095926,38.2234,2001-09-28,35.0,,0.0258287591303972,75460,2001-08-31
14,-1.9873118665102059,16.58676,2001-09-28,8.35,,0.006969408283853364,80703,2001-08-31
15,-2.3145843033578446,14.24146,2001-09-28,6.99,,0.023641002523503905,85522,2001-08-31
16,-4.655867795535552,14.471000000000002,2001-10-31,16.49,,0.03342594200382011,38914,2001-09-28
17,-1.9288604349775884,34.93,2001-10-31,34.9,,0.0258287591303972,75460,2001-09-28
18,-2.447000108385873,17.08576,2001-11-30,17.72,,0.02116409993555701,77702,2001-10-31
19,-1.196932108156922,34.93,2001-11-30,29.5,,0.02352820855111236,85394,2001-10-31
20,-3.6909804652577147,11.3273,2001-11-30,12.06,,0.00690287633658635,86337,2001-10-31
21,-2.4063358622428845,17.684559999999998,2001-12-31,19.05,,0.02116409993555701,77702,2001-11-30
22,-3.4470723175217155,12.34526,2001-12-31,15.49,,0.006969408283853364,80703,2001-11-30
23,-3.535679532766148,12.03588,2001-12-31,8.271,,0.00690287633658635,86337,2001-11-30
24,-2.2240845766133504,19.0119,2002-01-31,23.77,,0.02116409993555701,77702,2001-12-31
25,-2.7352360716329596,15.45902,2002-01-31,9.78,,0.006969408283853364,80703,2001-12-31
26,-1.2105373321835553,34.93,2002-01-31,38.25,,0.02352820855111236,85394,2001-12-31
27,-0.19366022908344915,18.85222,2002-02-28,16.35,,0.0038368735413947235,10092,2002-01-31
28,-0.08020702086509009,45.51878,2002-02-28,44.38,,0.0017917201995550861,10324,2002-01-31
29,-0.16750203278106765,21.79632,2002-02-28,24.12,,0.0004060403333397784,21207,2002-01-31
30,-0.277139748186633,13.173599999999999,2002-02-28,13.8,,0.004267482032259895,39731,2002-01-31
31,-0.27630244994055153,13.21352,2002-02-28,11.8,,0.006876973348191484,45225,2002-01-31
32,-0.20563476083064705,17.75442,2002-02-28,18.6,,0.0015033631939493505,75649,2002-01-31
33,-0.16331442346085198,22.3552,2002-02-28,15.54,,0.0001800139510812088,75696,2002-01-31
34,-0.2432342265998663,15.00992,2002-02-28,14.75,,0.006044862184521234,76209,2002-01-31
35,-0.24355822674464161,14.98996,2002-02-28,13.0,,0.0038019835816963683,76230,2002-01-31
36,-0.05578293617225133,65.44884,2002-02-28,58.3,,0.000832024039840219,76625,2002-01-31
37,-0.16434155695694125,22.215480000000003,2002-02-28,15.87,,0.0005832434166399347,77292,2002-01-31
38,-0.2613031499539204,13.972,2002-02-28,21.65,,0.005979483240989633,77929,2002-01-31
39,-0.15255388308096987,23.93204,2002-02-28,25.59,,0.007598650927487353,79502,2002-01-31
40,-0.1300476892590899,28.073739999999997,2002-02-28,20.52,,0.004581288433852296,79977,2002-01-31
41,-0.3658243085523084,9.98,2002-02-28,11.51,,0.0013659867371454545,81740,2002-01-31
42,-0.27464286784528524,13.29336,2002-02-28,10.23,,0.0017523364485981308,82702,2002-01-31
43,-0.3438198116071625,10.61872,2002-02-28,11.1,,0.004267482032259895,83989,2002-01-31
44,-0.16842739956926076,21.67656,2002-02-28,22.09,,0.0026931969741442793,84604,2002-01-31
45,-0.14488086455496246,25.1995,2002-02-28,23.31,,0.007327229409205234,85426,2002-01-31
46,-0.05318760415597657,68.64244000000001,2002-02-28,66.63,,0.0026567864912889713,85593,2002-01-31
47,-0.08559292916150213,42.654520000000005,2002-02-28,38.643,,0.004701829098336311,85668,2002-01-31
48,-0.22512257303148084,16.2175,2002-02-28,17.95,,0.004061738424045492,86026,2002-01-31
49,-0.31293823000955845,11.66662,2002-02-28,4.71,,0.008209017637177383,86360,2002-01-31
50,-0.11540202779266122,31.636599999999998,2002-02-28,30.6,,0.0017318266441529204,86923,2002-01-31
51,-0.22526129463756508,16.20752,2002-02-28,11.21,,0.007043998340554992,86969,2002-01-31
52,-0.16796335361434506,21.73644,2002-02-28,21.0,,0.003120042305658382,87110,2002-01-31
53,-0.15364316105606496,23.76238,2002-02-28,24.0,,0.004164237290073282,87121,2002-01-31
54,-0.2609303123658137,13.991959999999999,2002-02-28,8.96,,0.0075249042050276735,87349,2002-01-31
55,-0.314012157810829,11.6267,2002-02-28,11.5029,,0.004240782188714807,87751,2002-01-31
56,-0.27904230423208637,13.083779999999999,2002-02-28,11.65,,0.0015961343469675874,88246,2002-01-31
57,-0.33106263070990494,11.0279,2002-02-28,15.3,,0.005902903791413243,88485,2002-01-31
58,-0.36041831822887904,10.1297,2002-02-28,5.08,,0.005833136931416451,88564,2002-01-31
59,-0.18300365821099882,19.95002,2002-02-28,19.11,,0.007688364941055869,88675,2002-01-31
60,-0.26037302609991936,14.0219,2002-02-28,12.82,,0.002280501710376283,88784,2002-01-31
61,-0.10640614590734868,34.311240000000005,2002-02-28,35.06,,0.0062341149954443,88845,2002-01-31
62,-0.25304194226909965,16.317300000000003,2002-03-28,19.92,,0.0038368735413947235,10092,2002-02-28
63,-0.09322296774900951,44.29124,2002-03-28,43.67,,0.0017917201995550861,10324,2002-02-28
64,-0.17171301096743974,24.07176,2002-03-28,27.69,,0.0004060403333397784,21207,2002-02-28
65,-0.30017392273119925,13.772400000000001,2002-03-28,16.02,,0.004267482032259895,39731,2002-02-28
66,-0.352483183738591,11.7764,2002-03-28,11.25,,0.006876973348191484,45225,2002-02-28
67,-0.22290777768517664,18.5628,2002-03-28,18.7,,0.0015033631939493505,75649,2002-02-28
68,-0.2662314035456892,15.508920000000002,2002-03-28,17.01,,0.0001800139510812088,75696,2002-02-28
69,-0.2804903671299315,14.720500000000001,2002-03-28,17.86,,0.006044862184521234,76209,2002-02-28
70,-0.3182488634719312,12.974,2002-03-28,16.63,,0.0038019835816963683,76230,2002-02-28
71,-0.07096460393654146,58.18339999999999,2002-03-28,63.0,,0.000832024039840219,76625,2002-02-28
72,-0.26069528372647693,15.83826,2002-03-28,17.13,,0.0005832434166399347,77292,2002-02-28
73,-0.19109630672690997,21.606700000000004,2002-03-28,20.25,,0.005979483240989633,77929,2002-02-28
74,-0.32071575714513756,12.874199999999998,2002-03-28,14.0,,0.004095097258559891,79328,2002-02-28
75,-0.16167378942653327,25.538820000000005,2002-03-28,22.96,,0.007598650927487353,79502,2002-02-28
76,-0.2016196446956307,20.478959999999997,2002-03-28,21.79,,0.004581288433852296,79977,2002-02-28
77,-0.35944690081980907,11.486979999999999,2002-03-28,13.55,,0.0013659867371454545,81740,2002-02-28
78,-0.4044218240213745,10.209540000000002,2002-03-28,6.94,,0.0017523364485981308,82702,2002-02-28
79,-0.37323822438349713,11.0778,2002-03-28,14.49,,0.004267482032259895,83989,2002-02-28
80,-0.1872899222340401,22.04582,2002-03-28,24.83,,0.0026931969741442793,84604,2002-02-28
81,-0.17748751467526225,23.26338,2002-03-28,26.6,,0.007327229409205234,85426,2002-02-28
82,-0.06209267254934185,66.49673999999999,2002-03-28,71.83,,0.0026567864912889713,85593,2002-02-28
83,-0.10706294240446904,38.565714,2002-03-28,36.2,,0.004701829098336311,85668,2002-02-28
84,-0.23048653996408708,17.914099999999998,2002-03-28,18.85,,0.004061738424045492,86026,2002-02-28
85,-0.13520369158584963,30.538800000000002,2002-03-28,34.38,,0.0017318266441529204,86923,2002-02-28
86,-0.36906654931093824,11.18758,2002-03-28,14.92,,0.007043998340554992,86969,2002-02-28
87,-0.19701115625283735,20.958,2002-03-28,20.95,,0.003120042305658382,87110,2002-02-28
88,-0.17238476994962265,23.951999999999998,2002-03-28,23.7,,0.004164237290073282,87121,2002-02-28
89,-0.35966875556599115,11.4798942,2002-03-28,12.0,,0.004240782188714807,87751,2002-02-28
90,-0.3551275290376247,11.626699999999998,2002-03-28,12.4,,0.0015961343469675874,88246,2002-02-28
91,-0.2704074091908146,15.269400000000001,2002-03-28,14.8,,0.005902903791413243,88485,2002-02-28
92,-0.21649577374481446,19.07178,2002-03-28,26.1,,0.007688364941055869,88675,2002-02-28
93,-0.3227172761803804,12.794360000000001,2002-03-28,11.15,,0.002280501710376283,88784,2002-02-28
