,quantity,open_average_price,close_datetime,close_average_price,drc,security_id,open_datetime,dr
0,-0.0378128877238969,18.85222,2002-02-28,16.35,,10092,2002-01-31,0.0038368735413947235
1,-0.015660722333097277,45.51878,2002-02-28,44.38,,10324,2002-01-31,0.0017917201995550861
2,0.031191536651268194,22.9458,2002-02-28,16.39,,11531,2002-01-31,0.3611998042277484
3,-0.03270540156361052,21.79632,2002-02-28,24.12,,21207,2002-01-31,0.0004060403333397784
4,-0.05411257763975155,13.173599999999999,2002-02-28,13.8,,39731,2002-01-31,0.004267482032259895
5,-0.05394909200968523,13.213520000000003,2002-02-28,11.8,,45225,2002-01-31,0.006876973348191484
6,0.028434938946737584,25.17024,2002-02-28,19.07,,75577,2002-01-31,0.5983347305073969
7,-0.04015096006144393,17.75442,2002-02-28,18.6,,75649,2002-01-31,0.0015033631939493505
8,0.0456412363973142,15.6813,2002-02-28,12.34,,75684,2002-01-31,0.4402090685132166
9,-0.03188775510204082,22.3552,2002-02-28,15.54,,75696,2002-01-31,0.0001800139510812088
10,-0.04749239709443099,15.00992,2002-02-28,14.75,,76209,2002-01-31,0.006044862184521234
11,-0.04755565934065934,14.98996,2002-02-28,13.0,,76230,2002-01-31,0.0038019835816963683
12,-0.010891827983337416,65.44884,2002-02-28,58.3,,76625,2002-01-31,0.000832024039840219
13,0.03944152764840376,18.14622,2002-02-28,16.87,,76792,2002-01-31,0.4716245561023478
14,-0.03208830677828788,22.215480000000003,2002-02-28,15.87,,77292,2002-01-31,0.0005832434166399347
15,-0.051020422302870336,13.972,2002-02-28,21.65,,77929,2002-01-31,0.005979483240989633
16,0.02198479040739103,32.55498,2002-02-28,29.07,,78083,2002-01-31,0.42812570275033596
17,0.033772368735558916,21.1923,2002-02-28,17.93,,79467,2002-01-31,0.510629365291401
18,-0.029786719142522188,23.93204,2002-02-28,25.59,,79502,2002-01-31,0.007598650927487353
19,0.037202360602360596,19.2384,2002-02-28,17.55,,79528,2002-01-31,0.3987229364005413
20,-0.02539230019493178,28.073739999999997,2002-02-28,20.52,,79977,2002-01-31,0.004581288433852296
21,0.04458712479573407,16.052039999999998,2002-02-28,16.61,,80470,2002-01-31,0.4177045866047433
22,0.07044236010902677,10.16028,2002-02-28,8.91,,80537,2002-01-31,0.46600274725274726
23,-0.07142857142857142,9.98,2002-02-28,11.51,,81740,2002-01-31,0.0013659867371454545
24,0.05102042931162103,14.028,2002-02-28,9.65,,81877,2002-01-31,0.4380600616986002
25,0.013239773831610565,54.057900000000004,2002-02-28,48.51,,82546,2002-01-31,0.5256462281378079
26,0.03850595628927867,18.5871,2002-02-28,15.23,,82613,2002-01-31,0.5672677697217574
27,-0.05362505236698785,13.29336,2002-02-28,10.23,,82702,2002-01-31,0.0017523364485981308
28,0.02201189712085091,32.514900000000004,2002-02-28,31.16,,82837,2002-01-31,0.5058581390348048
29,0.05760367828001556,12.424800000000001,2002-02-28,11.03,,83528,2002-01-31,0.41824123588829476
30,0.03183091542603737,22.48488,2002-02-28,22.55,,83621,2002-01-31,0.579215568724204
31,0.01577834514380992,45.36054,2002-02-28,47.98,,83799,2002-01-31,0.7862297970385932
32,-0.0671321106821107,10.61872,2002-02-28,11.1,,83989,2002-01-31,0.004267482032259895
33,0.0403323541247485,17.74542,2002-02-28,17.75,,84364,2002-01-31,0.43698775287083036
34,-0.03288608290758585,21.67656,2002-02-28,22.09,,84604,2002-01-31,0.0026931969741442793
35,0.023496237381462223,30.4608,2002-02-28,23.35,,84624,2002-01-31,0.38732822570837894
36,-0.028288533431390577,25.199500000000004,2002-02-28,23.31,,85426,2002-01-31,0.007327229409205234
37,0.03119151193633953,22.9458,2002-02-28,18.85,,85458,2002-01-31,0.5681112565109178
38,0.045265261948935424,15.81156,2002-02-28,16.17,,85549,2002-01-31,0.37255663430420716
39,-0.010385079650950882,68.64244000000001,2002-02-28,66.63,,85593,2002-01-31,0.0026567864912889713
40,-0.016712341174339465,42.654520000000005,2002-02-28,38.643,,85668,2002-01-31,0.004701829098336311
41,0.01745565463638007,41.00184,2002-02-28,23.71,,85879,2002-01-31,0.6500965576847763
42,0.02679241739957214,26.713319999999996,2002-02-28,30.05,,85992,2002-01-31,0.36149913958902724
43,-0.04395602865101472,16.2175,2002-02-28,17.95,,86026,2002-01-31,0.004061738424045492
44,0.01653057289753948,43.29642,2002-02-28,38.9,,86123,2002-01-31,0.40090380890897354
45,0.04329005791505792,16.533,2002-02-28,14.8,,86323,2002-01-31,0.6856962317572575
46,-0.06110236578707916,11.66662,2002-02-28,4.71,,86360,2002-01-31,0.008209017637177383
47,0.07107324779777863,10.0701,2002-02-28,7.46,,86908,2002-01-31,0.7230109474469275
48,-0.022532679738562093,31.636599999999998,2002-02-28,30.6,,86923,2002-01-31,0.0017318266441529204
49,-0.043983114566076204,16.20752,2002-02-28,11.21,,86969,2002-01-31,0.007043998340554992
50,-0.03279547619047619,21.73644,2002-02-28,21.0,,87110,2002-01-31,0.003120042305658382
51,-0.029999404761904762,23.76238,2002-02-28,24.0,,87121,2002-01-31,0.004164237290073282
52,-0.05094762436224489,13.991959999999999,2002-02-28,8.96,,87349,2002-01-31,0.0075249042050276735
53,0.02957706579135151,24.1983,2002-02-28,20.02,,87412,2002-01-31,0.7377278370736696
54,0.05330487664945496,13.4268,2002-02-28,12.45,,87499,2002-01-31,0.423492653268029
55,0.03229138992875257,22.16424,2002-02-28,11.83,,87500,2002-01-31,0.5819949764043234
56,0.07142857142857144,10.02,2002-02-28,9.35,,87611,2002-01-31,0.5727413019079685
57,0.05580359885889839,12.825600000000001,2002-02-28,13.02,,87646,2002-01-31,0.4530145759717315
58,-0.06131205422731908,11.6267,2002-02-28,11.5029,,87751,2002-01-31,0.004240782188714807
