date,mkt_index,rf_index
19441020,2.458938024,1.210277408
19441021,2.461667445,1.21028951
19441023,2.427967218,1.210301613
19441024,2.430662262,1.210313716
19441025,2.430686568,1.210325819
19441026,2.414911412,1.210337923
19441027,2.41879942,1.210350026
19441028,2.426563766,1.21036213
19441030,2.419793653,1.210374233
19441031,2.425141397,1.210386337
19441101,2.430743474,1.210398441
19441102,2.443407647,1.210410545
19441103,2.444653785,1.210422649
19441104,2.447122885,1.210434753
19441106,2.453754588,1.210446857
19441108,2.448871617,1.210458962
19441109,2.459671141,1.210471067
19441110,2.467074751,1.210483171
19441113,2.448596361,1.210495276
19441114,2.423155445,1.210507381
19441115,2.420029574,1.210519486
19441116,2.426829857,1.210531591
19441117,2.425398028,1.210543697
19441118,2.42784768,1.210555802
19441120,2.432484869,1.210567908
19441121,2.44588786,1.210580013
19441122,2.449336562,1.210592119
19441124,2.442992781,1.210604225
19441125,2.445460203,1.210616331
19441127,2.448908302,1.210628437
19441128,2.452116372,1.210640543
19441129,2.466117957,1.21065265
19441130,2.467129065,1.210664756
19441201,2.467893875,1.210676863
19441202,2.472854342,1.21068897
19441204,2.487716196,1.210701077
19441205,2.495701765,1.210713184
19441206,2.497723284,1.210725291
19441207,2.505990748,1.210737398
19441208,2.522805946,1.210749505
19441209,2.534688362,1.210761613
19441211,2.540543492,1.210773721
19441212,2.537520245,1.210785828
19441213,2.532978084,1.210797936
19441214,2.540095752,1.210810044
19441215,2.560695929,1.210822152
19441216,2.561233675,1.210834261
19441218,2.548453119,1.210846369
19441219,2.551281902,1.210858477
19441220,2.534468954,1.210870586
19441221,2.52866502,1.210882695
19441222,2.537287768,1.210894803
19441223,2.5395967,1.210906912
19441226,2.525400354,1.210919021
19441227,2.505474945,1.210931131
19441228,2.532809677,1.21094324
19441229,2.566014812,1.210955349
19441230,2.568349885,1.210967459
19450102,2.575823783,1.210979569
19450103,2.600062285,1.210991678
19450104,2.60736846,1.211003788
19450105,2.603744218,1.211015898
19450106,2.600125014,1.211028009
19450108,2.630052453,1.211040119
19450109,2.630867769,1.211052229
19450110,2.646679284,1.21106434
19450111,2.646441083,1.21107645
19450112,2.640645377,1.211088561
19450113,2.642520235,1.211100672
19450115,2.627220043,1.211112783
19450116,2.627246315,1.211124894
19450117,2.646976935,1.211137005
19450118,2.634827311,1.211149117
19450119,2.612194144,1.211161228
19450120,2.595241004,1.21117334
19450122,2.586702661,1.211185452
19450123,2.575864377,1.211197563
19450124,2.577435655,1.211209675
19450125,2.596534453,1.211221788
19450126,2.61707304,1.2112339
19450127,2.627829211,1.211246012
19450129,2.631271667,1.211258125
19450130,2.615773477,1.211270237
19450131,2.620508027,1.21128235
19450201,2.629181908,1.211294463
19450202,2.650504574,1.211306576
19450203,2.659012693,1.211318689
19450205,2.670207137,1.211330802
19450206,2.675040212,1.211342915
19450207,2.681754562,1.211355029
19450208,2.683122257,1.211367142
19450209,2.670806726,1.211379256
19450210,2.675907967,1.21139137
19450213,2.708313212,1.211403484
19450214,2.723236018,1.211415598
19450215,2.740964285,1.211427712
19450216,2.739621212,1.211439826
19450217,2.741840305,1.21145194
19450219,2.758318766,1.211464055
19450220,2.76441465,1.21147617
19450221,2.762230763,1.211488284
19450223,2.758115039,1.211500399
19450224,2.751247332,1.211512514
19450226,2.745497225,1.211524629
19450227,2.764468611,1.211536745
19450228,2.784123983,1.21154886
19450301,2.792782609,1.211560975
19450302,2.778288067,1.211573091
19450303,2.776648877,1.211585207
19450305,2.790282223,1.211597323
19450306,2.803424452,1.211609439
19450307,2.802050774,1.211621555
19450308,2.752482496,1.211633671
19450309,2.70076335,1.211645787
19450310,2.718075243,1.211657904
19450312,2.734682683,1.21167002
19450313,2.733889625,1.211682137
19450314,2.740478299,1.211694254
19450315,2.753111904,1.211706371
19450316,2.757544414,1.211718488
19450317,2.75950227,1.211730605
19450319,2.742420951,1.211742722
19450320,2.711733261,1.21175484
19450321,2.683558352,1.211766957
19450322,2.683853544,1.211779075
19450323,2.693005484,1.211791193
19450324,2.673912075,1.211803311
19450326,2.626877962,1.211815429
19450327,2.638987869,1.211827547
19450328,2.661709555,1.211839665
19450329,2.668922788,1.211851783
19450331,2.675888676,1.211863902
19450402,2.696787367,1.211876021
19450403,2.704095661,1.211888139
19450404,2.700877787,1.211900258
19450405,2.679837949,1.211912377
19450406,2.692995953,1.211924496
19450407,2.705679964,1.211936616
19450409,2.701648501,1.211948735
19450410,2.715453925,1.211960855
19450411,2.744807982,1.211972974
19450412,2.75169745,1.211985094
19450413,2.771262019,1.211997214
19450416,2.820895321,1.212009334
19450417,2.825436963,1.212021454
19450418,2.848916344,1.212033574
19450419,2.832421118,1.212045694
19450420,2.83074999,1.212057815
19450421,2.839270547,1.212069935
19450423,2.852927439,1.212082056
19450424,2.866364727,1.212094177
19450425,2.861807207,1.212106298
19450426,2.853250404,1.212118419
19450427,2.865262588,1.21213054
19450428,2.878757975,1.212142661
19450430,2.885695781,1.212154783
19450501,2.873604716,1.212166904
19450502,2.870759847,1.212179026
19450503,2.890309722,1.212191148
19450504,2.902188895,1.21220327
19450505,2.908892951,1.212215392
19450507,2.90892204,1.212227514
19450508,2.906623992,1.212239636
19450509,2.881656092,1.212251759
19450510,2.84941036,1.212263881
19450511,2.85371297,1.212276004
19450512,2.870007671,1.212288126
19450514,2.859991344,1.212300249
19450515,2.86774192,1.212312372
19450516,2.878094469,1.212324496
19450517,2.892225913,1.212336619
19450518,2.90729441,1.212348742
19450519,2.911684424,1.212360866
19450521,2.900357972,1.212372989
19450522,2.897486617,1.212385113
19450523,2.874045951,1.212397237
19450524,2.876086523,1.212409361
19450525,2.895385064,1.212421485
19450526,2.909022327,1.212433609
19450528,2.931741792,1.212445733
19450529,2.948188863,1.212457858
19450531,2.935835952,1.212469982
19450601,2.940269064,1.212482107
19450602,2.942944709,1.212494232
19450604,2.943562727,1.212506357
19450605,2.946241369,1.212518482
19450606,2.932718122,1.212530607
19450607,2.936266711,1.212542732
19450608,2.935121567,1.212554858
19450609,2.935737942,1.212566983
19450611,2.927840807,1.212579109
19450612,2.931676278,1.212591235
19450613,2.944018636,1.212603361
19450614,2.958473767,1.212615487
19450615,2.965603689,1.212627613
19450616,2.968895509,1.212639739
19450618,2.96090918,1.212651866
19450619,2.964195789,1.212663992
19450620,2.980528508,1.212676119
19450621,2.994268744,1.212688246
19450622,2.992502126,1.212700372
19450623,2.997320054,1.212712499
19450625,3.009938772,1.212724627
19450626,3.015687755,1.212736754
19450627,3.014813205,1.212748881
19450628,2.954547089,1.212761009
19450629,2.929462985,1.212773136
19450630,2.947069057,1.212785264
19450702,2.959181511,1.212797392
19450703,2.960690693,1.21280952
19450705,2.92282346,1.212821648
19450706,2.931621158,1.212833776
19450709,2.958328227,1.212845905
19450710,2.968711959,1.212858033
19450711,2.957163669,1.212870162
19450712,2.962811852,1.21288229
19450713,2.95276792,1.212894419
19450716,2.931242242,1.212906548
19450717,2.871181088,1.212918677
19450718,2.861160666,1.212930806
19450719,2.879786822,1.212942936
19450720,2.880103599,1.212955065
19450723,2.856803561,1.212967195
19450724,2.859974613,1.212979324
19450725,2.886314979,1.212991454
19450726,2.834390172,1.213003584
19450727,2.843772004,1.213015714
19450730,2.869678767,1.213027844
19450731,2.88233405,1.213039974
19450801,2.884092274,1.213052105
19450802,2.874315201,1.213064235
19450803,2.88871552,1.213076366
19450806,2.891921994,1.213088497
19450807,2.853777543,1.213100628
19450808,2.862367414,1.213112759
19450809,2.911056283,1.21312489
19450810,2.910794288,1.213137021
19450813,2.884626248,1.213149152
19450814,2.904559015,1.213161284
19450817,2.894422104,1.213173415
19450820,2.855665792,1.213185547
19450821,2.86397578,1.213197679
19450822,2.883479455,1.213209811
19450823,2.934545876,1.213221943
19450824,2.969789772,1.213234075
19450827,3.014069337,1.213246208
19450828,3.021031837,1.21325834
19450829,3.021062048,1.213270473
19450830,3.031363869,1.213282605
19450831,3.062010958,1.213294738
19450904,3.064184986,1.213306871
19450905,3.066666976,1.213319004
19450906,3.102270979,1.213331137
19450907,3.106955408,1.213343271
19450908,3.109472042,1.213355404
19450910,3.116654923,1.213367538
19450911,3.127906047,1.213379671
19450912,3.1454536,1.213391805
19450913,3.147372327,1.213403939
19450914,3.133555362,1.213416073
19450915,3.090030278,1.213428207
19450917,3.076465045,1.213440342
19450918,3.132487474,1.213452476
19450919,3.163530425,1.213464611
19450920,3.178430653,1.213476745
19450921,3.168291459,1.21348888
19450922,3.164521192,1.213501015
19450924,3.16645155,1.21351315
19450925,3.171232892,1.213525285
19450926,3.168093371,1.21353742
19450927,3.161788866,1.213549556
19450928,3.189011868,1.213561691
19450929,3.208815631,1.213573827
19451001,3.235801771,1.213585963
19451002,3.240364251,1.213598098
19451003,3.240396655,1.213610234
19451004,3.242373297,1.21362237
19451005,3.256347926,1.213634507
19451006,3.272987864,1.213646643
19451008,3.289385533,1.213658779
19451009,3.296984014,1.213670916
19451010,3.311194015,1.213683053
19451011,3.311558246,1.21369519
19451015,3.323181815,1.213707327
19451016,3.323215047,1.213719464
19451017,3.335211854,1.213731601
19451018,3.343249714,1.213743738
19451019,3.315199849,1.213755876
19451020,3.323852521,1.213768013
19451022,3.340172637,1.213780151
19451023,3.315154743,1.213792289
19451024,3.275074523,1.213804427
19451025,3.294102706,1.213816565
19451026,3.311923801,1.213828703
19451029,3.288442261,1.213840841
19451030,3.286502081,1.213852979
19451031,3.333860576,1.213865118
19451101,3.375900557,1.213877257
19451102,3.380998167,1.213889395
19451103,3.386103474,1.213901534
19451105,3.406453956,1.213913673
19451107,3.446684178,1.213925812
19451108,3.442927292,1.213937952
19451109,3.443994599,1.213950091
19451110,3.445406637,1.213962231
19451113,3.434071249,1.21397437
19451114,3.423803376,1.21398651
19451115,3.449173759,1.21399865
19451116,3.474387219,1.21401079
19451117,3.477548912,1.21402293
19451119,3.472715119,1.21403507
19451120,3.48976615,1.214047211
19451121,3.449668737,1.214059351
19451123,3.416586414,1.214071492
19451124,3.393387792,1.214083632
19451126,3.43685709,1.214095773
19451127,3.480883229,1.214107914
19451128,3.474652448,1.214120055
19451129,3.478509312,1.214132196
19451130,3.515068445,1.214144338
19451201,3.5358425,1.214156479
19451203,3.566993272,1.214168621
19451204,3.563461949,1.214180762
19451205,3.567417391,1.214192904
19451206,3.593138471,1.214205046
19451207,3.604313131,1.214217188
19451208,3.620568584,1.21422933
19451210,3.630742381,1.214241473
19451211,3.623880278,1.214253615
19451212,3.571007865,1.214265758
19451213,3.557116644,1.2142779
19451214,3.564977872,1.214290043
19451215,3.577490945,1.214302186
19451217,3.485942951,1.214314329
19451218,3.5110766,1.214326472
19451219,3.516378326,1.214338615
19451220,3.496370133,1.214350759
19451221,3.493258364,1.214362902
19451222,3.529623183,1.214375046
19451226,3.572013958,1.21438719
19451227,3.549188788,1.214399333
19451228,3.551708712,1.214411477
19451229,3.561333843,1.214423622
19451231,3.560301056,1.214435766
19460102,3.542179124,1.21444791
19460103,3.532650662,1.214460055
19460104,3.526680482,1.214472199
19460105,3.539059131,1.214484344
19460107,3.543695298,1.214496489
19460108,3.618148337,1.214508634
19460109,3.671009484,1.214520779
19460110,3.693806453,1.214532924
19460111,3.705294191,1.214545069
19460112,3.686804773,1.214557215
19460114,3.74030031,1.21456936
19460115,3.748566374,1.214581506
19460116,3.754226709,1.214593652
19460117,3.744503262,1.214605798
19460118,3.737800601,1.214617944
19460119,3.706814234,1.21463009
19460121,3.641611371,1.214642236
19460122,3.664225778,1.214654383
19460123,3.705301749,1.214666529
19460124,3.720530539,1.214678676
19460125,3.715359002,1.214690823
19460126,3.71948305,1.21470297
19460128,3.804696407,1.214715117
19460129,3.813485256,1.214727264
19460130,3.795218661,1.214739411
19460131,3.785768567,1.214751559
19460201,3.807385305,1.214763706
19460202,3.82798326,1.214775854
19460204,3.80735043,1.214788002
19460205,3.821094965,1.214800149
19460206,3.797060278,1.214812297
19460207,3.795199718,1.214824446
19460208,3.783472551,1.214836594
19460209,3.752107564,1.214848742
19460211,3.73000765,1.214860891
19460213,3.686776861,1.214873039
19460214,3.714833233,1.214885188
19460215,3.784337763,1.214897337
19460216,3.82184055,1.214909486
19460218,3.766462081,1.214921635
19460219,3.642206497,1.214933784
19460220,3.58105385,1.214945933
19460221,3.653785053,1.214958083
19460225,3.490497399,1.214970232
19460226,3.473777917,1.214982382
19460227,3.54537248,1.214994532
19460228,3.564907482,1.215006682
19460301,3.557813316,1.215018832
19460302,3.536502014,1.215030982
19460304,3.533000877,1.215043133
19460305,3.575785518,1.215055283
19460306,3.564021184,1.215067433
19460307,3.591499787,1.215079584
19460308,3.61919025,1.215091735
19460309,3.628998256,1.215103886
19460311,3.596736461,1.215116037
19460312,3.608281985,1.215128188
19460313,3.549142244,1.215140339
19460314,3.54704825,1.215152491
19460315,3.585037137,1.215164642
19460316,3.623791388,1.215176794
19460318,3.650281303,1.215188946
19460319,3.636081709,1.215201098
19460320,3.664843115,1.21521325
19460321,3.686502338,1.215225402
19460322,3.696124109,1.215237554
19460323,3.710206342,1.215249706
19460325,3.765896539,1.215261859
19460326,3.766310788,1.215274011
19460327,3.742244062,1.215286164
19460328,3.737790791,1.215298317
19460329,3.7658616,1.21531047
19460330,3.776443671,1.215322623
19460401,3.772327348,1.215334776
19460402,3.776514631,1.21534693
19460403,3.83168951,1.215359083
19460404,3.872726904,1.215371237
19460405,3.870441996,1.215383391
19460406,3.878995672,1.215395544
19460408,3.88097396,1.215407698
19460409,3.923315386,1.215419852
19460410,3.91590032,1.215432007
19460411,3.905758138,1.215444161
19460412,3.904625468,1.215456315
19460413,3.88553185,1.21546847
19460415,3.885570705,1.215480625
19460416,3.93340208,1.215492779
19460417,3.935014775,1.215504934
19460418,3.950007182,1.215517089
19460420,3.952416686,1.215529245
19460422,3.949294277,1.2155414
19460423,3.939460534,1.215553555
19460424,3.909953975,1.215565711
19460425,3.888488327,1.215577866
19460426,3.897470735,1.215590022
19460427,3.92284327,1.215602178
19460429,3.926805342,1.215614334
19460430,3.937839665,1.21562649
19460501,3.928822012,1.215638647
19460502,3.913931776,1.215650803
19460503,3.883442248,1.215662959
19460504,3.868335657,1.215675116
19460506,3.841682825,1.215687273
19460507,3.899346484,1.21569943
19460508,3.904064693,1.215711587
19460509,3.909179018,1.215723744
19460510,3.968637631,1.215735901
19460511,3.988520505,1.215748058
19460513,3.983774166,1.215760216
19460514,3.974252946,1.215772373
19460515,3.950049745,1.215784531
19460516,3.971419514,1.215796689
19460517,3.969076377,1.215808847
19460518,3.952049039,1.215821005
19460520,3.980148108,1.215833163
19460521,3.991730339,1.215845322
19460522,4.010930562,1.21585748
19460523,4.00816302,1.215869639
19460524,4.007401469,1.215881797
19460527,4.042706676,1.215893956
19460528,4.088833959,1.215906115
19460529,4.096234748,1.215918274
19460531,4.09381797,1.215930433
19460603,4.070524146,1.215942593
19460604,4.047362863,1.215954752
19460605,4.022714423,1.215966912
19460606,4.021950108,1.215979071
19460607,4.027218862,1.215991231
19460610,4.034508128,1.216003391
19460611,3.997834449,1.216015551
19460612,4.001072695,1.216027711
19460613,4.02391882,1.216039872
19460614,4.018325573,1.216052032
19460617,4.021580417,1.216064192
19460618,3.95848182,1.216076353
19460619,3.933978818,1.216088514
19460620,3.852978194,1.216100675
19460621,3.883455251,1.216112836
19460624,3.896697834,1.216124997
19460625,3.871797935,1.216137158
19460626,3.85789818,1.216149319
19460627,3.926221557,1.216161481
19460628,3.935683751,1.216173643
19460701,3.962485757,1.216185804
19460702,3.953411665,1.216197966
19460703,3.949102446,1.216210128
19460705,3.942428463,1.21622229
19460708,3.932611816,1.216234452
19460709,3.947201806,1.216246615
19460710,3.957898723,1.216258777
19460711,3.938940388,1.21627094
19460712,3.905498784,1.216283103
19460715,3.83719161,1.216295265
19460716,3.829555599,1.216307428
19460717,3.848741673,1.216319591
19460718,3.846855789,1.216331755
19460719,3.831506835,1.216343918
19460722,3.816602273,1.216356081
19460723,3.702524031,1.216368245
19460724,3.703301561,1.216380409
19460725,3.729632035,1.216392572
19460726,3.75167416,1.216404736
19460729,3.766718374,1.2164169
19460730,3.789356351,1.216429065
19460731,3.830698229,1.216441229
19460801,3.849890027,1.216453393
19460802,3.853393427,1.216465558
19460805,3.834164994,1.216477722
19460806,3.820783758,1.216489887
19460807,3.852916549,1.216502052
19460808,3.872219661,1.216514217
19460809,3.862577834,1.216526382
19460812,3.867637811,1.216538548
19460813,3.891655842,1.216550713
19460814,3.889748931,1.216562878
19460815,3.852446239,1.216575044
19460816,3.821279949,1.21658721
19460819,3.811000705,1.216599376
19460820,3.83428592,1.216611542
19460821,3.804416832,1.216623708
19460822,3.743584207,1.216635874
19460823,3.765334432,1.21664804
19460826,3.743909679,1.216660207
19460827,3.620398098,1.216672374
19460828,3.58604052,1.21668454
19460829,3.599344731,1.216696707
19460830,3.582103869,1.216708874
19460903,3.334974524,1.216721041
19460904,3.309662067,1.216733208
19460905,3.42520237,1.216745376
19460906,3.387901916,1.216757543
19460909,3.208715784,1.216769711
19460910,3.127888233,1.216781878
19460911,3.220192215,1.216794046
19460912,3.224088647,1.216806214
19460913,3.283766528,1.216818382
19460916,3.308427615,1.21683055
19460917,3.285963391,1.216842719
19460918,3.181174019,1.216854887
19460919,3.088633666,1.216867056
19460920,3.161865171,1.216879224
19460923,3.111306947,1.216891393
19460924,3.164852539,1.216903562
19460925,3.240207678,1.216915731
19460926,3.275558344,1.2169279
19460927,3.252989747,1.21694007
19460930,3.217889988,1.216952239
19461001,3.207624918,1.216964408
19461002,3.238129431,1.216976578
19461003,3.223914043,1.216988748
19461004,3.187838445,1.217000918
19461005,3.16683059,1.217013088
19461007,3.163695427,1.217025258
19461008,3.129242784,1.217037428
19461009,3.039777733,1.217049599
19461010,3.077197397,1.217061769
19461011,3.140926155,1.21707394
19461014,3.170796363,1.21708611
19461015,3.292586651,1.217098281
19461016,3.285375886,1.217110452
19461017,3.227914662,1.217122623
19461018,3.219877155,1.217134795
19461019,3.21475755,1.217146966
19461021,3.222826591,1.217159137
19461022,3.20352186,1.217171309
19461023,3.174401846,1.217183481
19461024,3.177925432,1.217195653
19461025,3.162067584,1.217207824
19461026,3.159569551,1.217219997
19461028,3.10430868,1.217232169
19461029,3.076090514,1.217244341
19461030,3.07427562,1.217256514
19461031,3.173605466,1.217268686
19461101,3.232348903,1.217280859
19461102,3.25242179,1.217293032
19461104,3.277172719,1.217305205
19461106,3.155622383,1.217317378
19461107,3.169538678,1.217329551
19461108,3.187953698,1.217341724
19461109,3.219227523,1.217353897
19461112,3.204773192,1.217366071
19461113,3.179487531,1.217378245
19461114,3.197006508,1.217390418
19461115,3.167306317,1.217402592
19461116,3.164804145,1.217414766
19461118,3.135719595,1.217426941
19461119,3.12258093,1.217439115
19461120,3.101690864,1.217451289
19461121,3.047752459,1.217463464
19461122,3.032239399,1.217475638
19461123,3.081088776,1.217487813
19461125,3.07218443,1.217499988
19461126,3.111539112,1.217512163
19461127,3.139262926,1.217524338
19461129,3.1713148,1.217536513
19461130,3.173566434,1.217548689
19461202,3.124725246,1.217560864
19461203,3.136630449,1.21757304
19461204,3.191866512,1.217585216
19461205,3.174343164,1.217597391
19461206,3.188342018,1.217609567
19461207,3.214199472,1.217621743
19461209,3.314193217,1.21763392
19461210,3.312569262,1.217646096
19461211,3.317571242,1.217658272
19461212,3.279452348,1.217670449
19461213,3.284732267,1.217682626
19461214,3.303816561,1.217694803
19461216,3.301206546,1.21770698
19461217,3.287704611,1.217719157
19461218,3.295299209,1.217731334
19461219,3.34377306,1.217743511
19461220,3.353837817,1.217755689
19461221,3.360914415,1.217767866
19461223,3.335741166,1.217780044
19461224,3.330437338,1.217792222
19461226,3.304160187,1.217804399
19461227,3.299236988,1.217816578
19461228,3.311807081,1.217828756
19461230,3.307203669,1.217840934
19461231,3.332040769,1.217853112
19470102,3.312748253,1.217865291
19470103,3.317419228,1.21787747
19470104,3.326741176,1.217889648
19470106,3.354719069,1.217901827
19470107,3.330598639,1.217914006
19470108,3.336293963,1.217926185
19470109,3.343333543,1.217938365
19470110,3.302912641,1.217950544
19470111,3.260007805,1.217962724
19470113,3.207228279,1.217974903
19470114,3.217523482,1.217987083
19470115,3.200824535,1.217999263
19470116,3.197975801,1.218011443
19470117,3.252373369,1.218023623
19470118,3.287206288,1.218035803
19470120,3.251079891,1.218047983
19470121,3.240383838,1.218060164
19470122,3.249813355,1.218072345
19470123,3.276169342,1.218084525
19470124,3.285375377,1.218096706
19470125,3.284094081,1.218108887
19470127,3.307115581,1.218121068
19470128,3.328975615,1.218133249
19470129,3.367625021,1.218145431
19470130,3.361933735,1.218157612
19470131,3.374406509,1.218169794
19470201,3.394349252,1.218181975
19470203,3.404905678,1.218194157
19470204,3.408004142,1.218206339
19470205,3.416217432,1.218218521
19470206,3.410102403,1.218230703
19470207,3.458559958,1.218242886
19470208,3.471391215,1.218255068
19470210,3.447126191,1.218267251
19470211,3.46267273,1.218279433
19470213,3.427041828,1.218291616
19470214,3.420564719,1.218303799
19470215,3.420256868,1.218315982
19470217,3.425421456,1.218328165
19470218,3.42066012,1.218340349
19470219,3.394013177,1.218352532
19470220,3.401174545,1.218364716
19470221,3.413792903,1.218376899
19470224,3.390613249,1.218389083
19470225,3.345212938,1.218401267
19470226,3.307445484,1.218413451
19470227,3.348160137,1.218425635
19470228,3.335805427,1.218437819
19470301,3.337173107,1.218450004
19470303,3.325192655,1.218462188
19470304,3.323563311,1.218474373
19470305,3.360488099,1.218486558
19470306,3.374299705,1.218498742
19470307,3.274791607,1.218510927
19470308,3.258122918,1.218523112
19470310,3.243819758,1.218535298
19470311,3.214009055,1.218547483
19470312,3.237503461,1.218559669
19470313,3.236240834,1.218571854
19470314,3.198085555,1.21858404
19470315,3.194279833,1.218596226
19470317,3.205172327,1.218608412
19470318,3.235332999,1.218620598
19470319,3.252836151,1.218632784
19470320,3.245712439,1.21864497
19470321,3.275605451,1.218657157
19470322,3.28349966,1.218669343
19470324,3.262189747,1.21868153
19470325,3.240691917,1.218693717
19470326,3.276696004,1.218705904
19470327,3.319981158,1.218718091
19470328,3.311050409,1.218730278
19470329,3.304130314,1.218742465
19470331,3.28070403,1.218754653
19470401,3.284345611,1.21876684
19470402,3.285692193,1.218779028
19470403,3.274882265,1.218791216
19470405,3.27393255,1.218803404
19470407,3.244499896,1.218815592
19470408,3.204624992,1.21882778
19470409,3.201452414,1.218839968
19470410,3.205966461,1.218852156
19470411,3.184518546,1.218864345
19470412,3.150476043,1.218876534
19470414,3.057568504,1.218888722
19470415,3.056681809,1.218900911
19470416,3.086056521,1.2189131
19470417,3.089482044,1.218925289
19470418,3.052439154,1.218937479
19470419,3.086351753,1.218949668
19470421,3.110764796,1.218961858
19470422,3.128838339,1.218974047
19470423,3.131685582,1.218986237
19470424,3.114492628,1.218998427
19470425,3.088673484,1.219010617
19470426,3.091793045,1.219022807
19470428,3.090278066,1.219034997
19470429,3.085673552,1.219047187
19470430,3.123966761,1.219059378
19470501,3.150551718,1.219071569
19470502,3.165705871,1.219083759
19470503,3.172385511,1.21909595
19470505,3.173051712,1.219108141
19470506,3.141352925,1.219120332
19470507,3.139499527,1.219132523
19470508,3.124147374,1.219144715
19470509,3.118242736,1.219156906
19470510,3.124510404,1.219169098
19470512,3.090484485,1.219181289
19470513,3.037668105,1.219193481
19470514,3.023421442,1.219205673
19470515,3.046127337,1.219217865
19470516,2.985844477,1.219230057
19470517,2.941982422,1.21924225
19470519,2.943482833,1.219254442
19470520,2.958818378,1.219266635
19470521,3.001454951,1.219278827
19470522,3.030298933,1.21929102
19470523,3.042147402,1.219303213
19470524,3.042177824,1.219315406
19470526,3.025476267,1.219327599
19470527,3.022178498,1.219339792
19470528,3.070865794,1.219351986
19470529,3.095156342,1.219364179
19470602,3.064854762,1.219376373
19470603,3.096453414,1.219388567
19470604,3.085956437,1.219400761
19470605,3.085370105,1.219412955
19470606,3.101444884,1.219425149
19470609,3.090310696,1.219437343
19470610,3.111355712,1.219449537
19470611,3.182636872,1.219461732
19470612,3.177894743,1.219473927
19470613,3.210341048,1.219486121
19470616,3.210373151,1.219498316
19470617,3.201737248,1.219510511
19470618,3.199848223,1.219522706
19470619,3.231878703,1.219534901
19470620,3.248070416,1.219547097
19470623,3.265642477,1.219559292
19470624,3.208199826,1.219571488
19470625,3.231010126,1.219583684
19470626,3.245258881,1.219595879
19470627,3.246913963,1.219608075
19470630,3.259609397,1.219620271
19470701,3.307558251,1.219632468
19470702,3.313214175,1.219644664
19470703,3.349030021,1.21965686
19470707,3.357770989,1.219669057
19470708,3.371571428,1.219681254
19470709,3.348678458,1.21969345
19470710,3.374831637,1.219705647
19470711,3.413338465,1.219717844
19470714,3.439996639,1.219730042
19470715,3.434527044,1.219742239
19470716,3.430439957,1.219754436
19470717,3.407490314,1.219766634
19470718,3.414680118,1.219778832
19470721,3.409250777,1.219791029
19470722,3.412353195,1.219803227
19470723,3.435932556,1.219815425
19470724,3.472044207,1.219827623
19470725,3.469301292,1.219839822
19470728,3.442969295,1.21985202
19470729,3.373111448,1.219864219
19470730,3.351219955,1.219876417
19470731,3.39548957,1.219888616
19470801,3.4036727,1.219900815
19470804,3.368308541,1.219913014
19470805,3.377099826,1.219925213
19470806,3.364300618,1.219937412
19470807,3.368371422,1.219949612
19470808,3.332363531,1.219961811
19470811,3.315401801,1.219974011
19470812,3.34361587,1.219986211
19470813,3.341308775,1.21999841
19470814,3.348024806,1.22001061
19470815,3.375512089,1.220022811
19470818,3.366769513,1.220035011
19470819,3.356702872,1.220047211
19470820,3.342302617,1.220059412
19470821,3.352028718,1.220071612
19470822,3.359436701,1.220083813
19470825,3.309414689,1.220096014
19470826,3.310440607,1.220108215
19470827,3.316101461,1.220120416
19470828,3.313813351,1.220132617
19470829,3.337043182,1.220144818
19470902,3.353828509,1.220181423
19470903,3.350575296,1.220218028
19470904,3.307118334,1.220254635
19470905,3.300272599,1.220291242
19470908,3.256147955,1.220327851
19470909,3.261455476,1.220364461
19470910,3.290906419,1.220401072
19470911,3.3031815,1.220437684
19470912,3.294031687,1.220474297
19470915,3.280954381,1.220510911
19470916,3.307956636,1.220547526
19470917,3.355359654,1.220584143
19470918,3.345394236,1.22062076
19470919,3.338803809,1.220657379
19470922,3.334563529,1.220693999
19470923,3.292314609,1.22073062
19470924,3.300973396,1.220767242
19470925,3.282586974,1.220803865
19470926,3.27808983,1.220840489
19470929,3.292611768,1.220877114
19470930,3.321027008,1.22091374
19471001,3.33736646,1.220938158
19471002,3.337433208,1.220962577
19471003,3.359860759,1.220986996
19471004,3.365975705,1.221011416
19471006,3.368399208,1.221035836
19471007,3.367792896,1.221060257
19471008,3.349337391,1.221084678
19471009,3.365146264,1.2211091
19471010,3.375982035,1.221133522
19471011,3.380775929,1.221157945
19471014,3.427498252,1.221182368
19471015,3.439905796,1.221206792
19471016,3.442726519,1.221231216
19471017,3.446582372,1.22125564
19471018,3.461816267,1.221280066
19471020,3.486118217,1.221304491
19471021,3.481307374,1.221328917
19471022,3.472325601,1.221353344
19471023,3.476561838,1.221377771
19471024,3.431436065,1.221402198
19471025,3.436308704,1.221426627
19471027,3.437064692,1.221451055
19471028,3.439539379,1.221475484
19471029,3.425506058,1.221499914
19471030,3.383098293,1.221524344
19471031,3.404817784,1.221548774
19471101,3.412410528,1.221585421
19471103,3.407735525,1.221622068
19471105,3.388413665,1.221658717
19471106,3.390209524,1.221695367
19471107,3.383530812,1.221732017
19471108,3.384647377,1.221768669
19471110,3.396595182,1.221805322
19471112,3.38956423,1.221841977
19471113,3.367972706,1.221878632
19471114,3.369420934,1.221915288
19471115,3.374239206,1.221951946
19471117,3.371978466,1.221988604
19471118,3.397706661,1.222025264
19471119,3.408341483,1.222061925
