,quantity,open_average_price,close_datetime,close_average_price,drc,dr,security_id,open_datetime
0,8.88889230769231,11.25,2000-06-30,13.0,,0.1328203412512546,30761,2000-05-31
1,10.042737744200004,13.0,2000-07-31,14.0,,0.1328203412512546,30761,2000-06-30
2,10.203448753889555,14.0,2000-08-31,18.6875,,0.1328203412512546,30761,2000-07-31
3,10.221510060492204,18.6875,2000-09-29,19.0625,,0.1328203412512546,30761,2000-08-31
4,10.224165427756333,19.0625,2000-10-31,17.25,,0.1328203412512546,30761,2000-09-29
5,10.224604415119893,17.25,2000-11-30,16.625,,0.1328203412512546,30761,2000-10-31
6,10.224672097378695,16.625,2000-12-29,13.8125,,0.1328203412512546,30761,2000-11-30
7,10.224685986618821,13.8125,2001-01-31,15.5625,,0.1328203412512546,30761,2000-12-29
8,2.556172381255846,15.562500000000002,2001-02-28,12.5,,0.1328203412512546,30761,2001-01-31
9,1.623691021700329,24.5,2001-02-28,21.125,,0.5558108042752817,86323,2001-01-31
10,2.249071943256446,17.6875,2001-02-28,8.03125,,0.32420638886113057,86324,2001-01-31
11,0.7838512423749084,50.75,2001-02-28,35.875,,0.3322477734946165,87415,2001-01-31
12,2.998297434878177,12.500000000000002,2001-03-30,12.44,,0.1328203412512546,30761,2001-02-28
13,1.7741406418557968,21.125,2001-03-30,19.5,,0.5558108042752817,86323,2001-02-28
14,1.0447029879229817,35.875,2001-03-30,34.6875,,0.3322477734946165,87415,2001-02-28
15,2.8974474486892237,12.44,2001-04-30,11.05,,0.1328203412512546,30761,2001-03-30
16,1.8484228759737709,19.5,2001-04-30,20.19,,0.5558108042752817,86323,2001-03-30
17,1.0391127309463266,34.6875,2001-04-30,48.09,,0.3322477734946165,87415,2001-03-30
18,3.6055425321905483,11.03,2001-05-31,14.52,,0.17143632754398566,77976,2001-04-30
19,1.969744413211728,20.19,2001-05-31,21.74,,0.5558108042752817,86323,2001-04-30
20,0.8269731082436862,48.09,2001-05-31,44.06,,0.3322477734946165,87415,2001-04-30
21,0.7976437098266438,41.25,2001-06-29,41.24,,0.22350654244022744,76201,2001-05-31
22,2.266032261290266,14.52,2001-06-29,12.45,,0.17143632754398566,77976,2001-05-31
23,1.5134679753574851,21.74,2001-06-29,24.0,,0.5558108042752817,86323,2001-05-31
24,0.7467722015821155,44.06,2001-06-29,47.0,,0.3322477734946165,87415,2001-05-31
25,2.2069695744013735,12.01,2001-07-31,11.2004,,0.1357181867831786,30761,2001-06-29
26,0.6427179380122551,41.24,2001-07-31,40.0,,0.22350654244022744,76201,2001-06-29
27,2.1289704393086972,12.45,2001-07-31,16.84,,0.17143632754398566,77976,2001-06-29
28,1.1044034435667909,24.0,2001-07-31,26.57,,0.5558108042752817,86323,2001-06-29
29,0.5639510410473916,47.0,2001-07-31,41.5,,0.3322477734946165,87415,2001-06-29
30,0.5792812059954255,40.0,2001-08-31,39.04,,0.22350654244022744,76201,2001-07-31
31,1.596915027222802,14.509999999999998,2001-08-31,9.19,,0.22956276445698165,86180,2001-07-31
32,0.8720829971510597,26.57,2001-08-31,25.75,,0.5558108042752817,86323,2001-07-31
33,0.5583434086276131,41.5,2001-08-31,36.0,,0.3322477734946165,87415,2001-07-31
34,1.7687975468443047,13.1,2001-08-31,12.32,,0.45967392872601354,87791,2001-07-31
35,1.7607324237919277,13.16,2001-08-31,8.45,,0.22956276445698165,88358,2001-07-31
36,0.4974258467205928,39.04,2001-09-28,23.53,,0.22350654244022744,76201,2001-08-31
37,1.2252053811345864,15.85,2001-09-28,12.89,,0.17143632754398566,77976,2001-08-31
38,1.179084699433941,16.47,2001-09-28,10.0,,0.2094743193009089,80957,2001-08-31
39,0.7541559539173807,25.75,2001-09-28,13.3,,0.5558108042752817,86323,2001-08-31
40,0.5394308427207419,36.0,2001-09-28,24.66,,0.3322477734946165,87415,2001-08-31
41,1.5762589560021676,12.32,2001-09-28,8.47,,0.45967392872601354,87791,2001-08-31
42,0.6457436930474993,23.53,2001-10-31,30.42,,0.22350654244022744,76201,2001-09-28
43,1.1787701884519397,12.89,2001-10-31,19.2,,0.17143632754398566,77976,2001-09-28
44,1.5194345331287877,10.0,2001-10-31,13.25,,0.2094743193009089,80957,2001-09-28
45,1.1424322907863718,13.3,2001-10-31,12.49,,0.5558108042752817,86323,2001-09-28
46,0.6161535247300708,24.66,2001-10-31,25.3,,0.3322477734946165,87415,2001-09-28
47,0.5838147156027642,17.56,2001-11-30,21.3,,0.08757734412184674,14593,2001-10-31
48,0.5125893434018453,20.0,2001-11-30,17.25,,0.1357181867831786,30761,2001-10-31
49,0.4715632811937789,21.74,2001-11-30,18.97,,0.10669523299410819,75107,2001-10-31
50,0.3370081168133335,30.42,2001-11-30,36.11,,0.22350654244022744,76201,2001-10-31
51,0.5339470093597791,19.2,2001-11-30,22.95,,0.17143632754398566,77976,2001-10-31
52,0.7737195580051404,13.25,2001-11-30,13.17,,0.2094743193009089,80957,2001-10-31
53,0.8207997260982935,12.49,2001-11-30,14.86,,0.5558108042752817,86323,2001-10-31
54,0.4052090964959251,25.3,2001-11-30,37.27,,0.3322477734946165,87415,2001-10-31
55,0.9991994904484824,10.26,2001-11-30,12.81,,0.45967392872601354,87791,2001-10-31
56,0.675911625941045,17.25,2001-12-31,23.77,,0.1357181867831786,30761,2001-11-30
