,datetime,nav,cash_position,margin_requirement
0,2000-03-31,100.0,100.0,0.0
0,2000-04-28,100.0,100.0,0.0
0,2000-05-31,100.0,0.0,50.0
0,2000-06-30,115.55560000000003,0.0,57.77780000000001
0,2000-07-31,124.44448341880003,0.0,62.222241709400016
0,2000-08-31,166.11110980156607,0.0,83.05555490078304
0,2000-09-29,169.44446144195408,0.0,84.72223072097704
0,2000-10-31,153.33334315913024,0.0,76.66667157956512
0,2000-11-30,147.7777694697886,0.0,73.8888847348943
0,2000-12-29,122.77776087527606,0.0,61.38888043763803
0,2001-01-31,138.33333484489094,0.0,69.16666742244547
0,2001-02-28,97.74699148474045,0.0,48.873495742370224
0,2001-03-30,94.0057579679925,1.4210854715202004e-14,47.00287898399624
0,2001-04-30,103.72053234317345,1.4210854715202004e-14,51.860266171586716
0,2001-05-31,114.41688510861712,0.0,57.20844255430856
0,2001-06-29,115.21434219360292,1.4210854715202004e-14,57.60717109680145
0,2001-07-31,120.86431527756653,0.0,60.432157638783266
0,2001-08-31,101.29475096587224,1.4210854715202004e-14,50.64737548293611
0,2001-09-28,66.04643987918698,0.0,33.02321993959349
0,2001-10-31,80.2120274673231,1.4210854715202004e-14,40.10601373366154
0,2001-11-30,91.22606573312618,0.0,45.61303286656309
0,2001-12-31,104.85618262300113,2.842170943040401e-14,52.42809131150055
0,2002-01-31,103.20728769439965,0.0,51.60364384719983
0,2002-02-28,91.64702501840658,2.842170943040401e-14,45.823512509203276
0,2002-03-28,101.87841429420766,1.4210854715202004e-14,50.93920714710382
0,2002-04-30,90.95741519736066,1.4210854715202004e-14,45.47870759868032
0,2002-05-31,84.39431027362028,-1.4210854715202004e-14,42.197155136810146
0,2002-06-28,75.01398183526771,1.4210854715202004e-14,37.50699091763385
0,2002-07-31,62.80855033842569,1.4210854715202004e-14,31.404275169212838
0,2002-08-30,62.492818221460496,7.105427357601002e-15,31.246409110730244
0,2002-09-30,55.97832060969708,0.0,27.98916030484854
0,2002-10-31,63.254211288938635,1.4210854715202004e-14,31.62710564446931
0,2002-11-29,70.7248255151658,1.4210854715202004e-14,35.362412757582895
0,2002-12-31,64.16297478937223,0.0,32.081487394686114
0,2003-01-31,62.340979703557636,0.0,31.170489851778818
0,2003-02-28,61.46110271954648,2.1316282072803006e-14,30.73055135977323
0,2003-03-31,62.87673740257746,7.105427357601002e-15,31.438368701288727
0,2003-04-30,69.43120994088628,0.0,34.71560497044314
0,2003-05-30,77.75450021684875,1.4210854715202004e-14,38.87725010842437
0,2003-06-30,79.23413930034637,2.842170943040401e-14,39.61706965017317
0,2003-07-31,85.47763344690861,2.842170943040401e-14,42.73881672345429
0,2003-08-29,90.33336687116301,2.842170943040401e-14,45.16668343558149
0,2003-09-30,89.69444420400018,0.0,44.84722210200009
0,2003-10-31,99.30379293785573,0.0,49.651896468927866
0,2003-11-28,101.54074695675645,1.4210854715202004e-14,50.77037347837822
0,2003-12-31,101.01834206917013,1.4210854715202004e-14,50.50917103458506
0,2004-01-30,107.2494884597827,1.4210854715202004e-14,53.62474422989134
0,2004-02-27,104.78728494146424,1.4210854715202004e-14,52.39364247073211
0,2004-03-31,104.0063973925914,1.4210854715202004e-14,52.00319869629569
0,2004-04-30,98.19946043529161,2.842170943040401e-14,49.09973021764579
0,2004-05-28,99.99769894853306,-1.4210854715202004e-14,49.998849474266535
0,2004-06-30,102.60202972812709,4.263256414560601e-14,51.301014864063525
0,2004-07-30,91.54707007706637,0.0,45.77353503853318
0,2004-08-31,88.67353175909959,-1.4210854715202004e-14,44.3367658795498
0,2004-09-30,94.40804779119581,0.0,47.204023895597906
0,2004-10-29,99.73888065055615,0.0,49.86944032527808
0,2004-11-30,106.97015783080394,0.0,53.48507891540197
0,2004-12-31,111.47598628076419,0.0,55.737993140382095
0,2005-01-31,106.05655407861315,2.842170943040401e-14,53.02827703930656
0,2005-02-28,107.0032158147378,-2.842170943040401e-14,53.501607907368914
0,2005-03-31,103.77868191961733,-2.842170943040401e-14,51.88934095980868
0,2005-04-29,98.16367656895478,-1.4210854715202004e-14,49.0818382844774
0,2005-05-31,105.80941796244122,-2.842170943040401e-14,52.90470898122062
0,2005-06-30,106.84806881600596,1.4210854715202004e-14,53.424034408002974
