,quantity,open_average_price,close_datetime,close_average_price,drc,dr,security_id,open_datetime
0,8.88889230769231,11.25,2000-06-30,13.0,,0.1328203412512546,30761,2000-05-31
1,8.88889167277143,13.0,2000-07-31,14.0,,0.1328203412512546,30761,2000-06-30
2,8.8888888188129,14.0,2000-08-31,18.6875,,0.1328203412512546,30761,2000-07-31
3,8.888889780561525,18.6875,2000-09-29,19.0625,,0.1328203412512546,30761,2000-08-31
4,8.888889458500303,19.0625,2000-10-31,17.25,,0.1328203412512546,30761,2000-09-29
5,8.888888389160217,17.25,2000-11-30,16.625,,0.1328203412512546,30761,2000-10-31
6,8.888887665178357,16.625,2000-12-29,13.8125,,0.1328203412512546,30761,2000-11-30
7,8.888888986017088,13.8125,2001-01-31,15.5625,,0.1328203412512546,30761,2000-12-29
8,2.2222226576153874,15.562500000000002,2001-02-28,12.5,,0.1328203412512546,30761,2001-01-31
9,1.4115648083234673,24.5,2001-02-28,21.125,,0.5558108042752817,86323,2001-01-31
10,1.955243186085932,17.6875,2001-02-28,8.03125,,0.32420638886113057,86324,2001-01-31
11,0.6814454313717692,50.75,2001-02-28,35.875,,0.3322477734946165,87415,2001-01-31
12,2.606586439593079,12.5,2001-03-30,12.44,,0.1328203412512546,30761,2001-02-28
13,1.5423589685258081,21.125,2001-03-30,19.5,,0.5558108042752817,86323,2001-02-28
14,0.9082183141823812,35.875,2001-03-30,34.6875,,0.3322477734946165,87415,2001-02-28
15,2.5189119335047025,12.44,2001-04-30,11.05,,0.1328203412512546,30761,2001-03-30
16,1.6069366305710733,19.5,2001-04-30,20.19,,0.5558108042752817,86323,2001-03-30
17,0.9033583885780099,34.6875,2001-04-30,48.09,,0.3322477734946165,87415,2001-03-30
18,3.134498300777708,11.03,2001-05-31,14.52,,0.17143632754398566,77976,2001-04-30
19,1.7124081774255016,20.19,2001-05-31,21.74,,0.5558108042752817,86323,2001-04-30
20,0.7189336360439035,48.09,2001-05-31,44.06,,0.3322477734946165,87415,2001-04-30
21,0.6934359615811155,41.25,2001-06-29,41.24,,0.22350654244022744,76201,2001-05-31
22,1.9699876532884029,14.52,2001-06-29,12.45,,0.17143632754398566,77976,2001-05-31
23,1.3157417376767555,21.74,2001-06-29,24.0,,0.5558108042752817,86323,2001-05-31
24,0.6492105351130841,44.06,2001-06-29,47.0,,0.3322477734946165,87415,2001-05-31
25,1.9186411804280583,12.01,2001-07-31,11.2004,,0.1357181867831786,30761,2001-06-29
26,0.5587503867626283,41.24,2001-07-31,40.0,,0.22350654244022744,76201,2001-06-29
27,1.8508322018347885,12.45,2001-07-31,16.84,,0.17143632754398566,77976,2001-06-29
28,0.9601192291962398,24.0,2001-07-31,26.57,,0.5558108042752817,86323,2001-06-29
29,0.4902739501482664,47.0,2001-07-31,41.5,,0.3322477734946165,87415,2001-06-29
30,0.5036013136565273,40.0,2001-08-31,39.04,,0.22350654244022744,76201,2001-07-31
31,1.3882868927627574,14.51,2001-08-31,9.19,,0.22956276445698165,86180,2001-07-31
32,0.7581501668574128,26.57,2001-08-31,25.75,,0.5558108042752817,86323,2001-07-31
33,0.4853989239529196,41.5,2001-08-31,36.0,,0.3322477734946165,87415,2001-07-31
34,1.5377139098662023,13.1,2001-08-31,12.32,,0.45967392872601354,87791,2001-07-31
35,1.5307024506268174,13.16,2001-08-31,8.45,,0.22956276445698165,88358,2001-07-31
36,0.4324399052868374,39.04,2001-09-28,23.53,,0.22350654244022744,76201,2001-08-31
37,1.0651390603600293,15.85,2001-09-28,12.89,,0.17143632754398566,77976,2001-08-31
38,1.025043791169897,16.47,2001-09-28,10.0,,0.2094743193009089,80957,2001-08-31
39,0.6556296409477174,25.75,2001-09-28,13.3,,0.5558108042752817,86323,2001-08-31
40,0.46895718039755685,36.0,2001-09-28,24.66,,0.3322477734946165,87415,2001-08-31
41,1.370329423239614,12.32,2001-09-28,8.47,,0.45967392872601354,87791,2001-08-31
