,quantity,open_average_price,close_datetime,close_average_price,drc,dr,security_id,open_datetime
0,-4.804805245901639,20.770875,2000-06-30,19.0625,,0.0,44951,2000-05-31
1,-5.676507132132864,19.024375,2000-07-31,17.6875,,0.0,44951,2000-06-30
2,-6.607101247828688,17.652125,2000-08-31,14.9375,,0.0,44951,2000-07-31
3,-8.881615461825984,14.907625,2000-09-29,15.0625,,0.0,44951,2000-08-31
4,-8.716591400582306,15.032375000000002,2000-10-31,15.375,,0.0,44951,2000-09-29
5,-8.408486802240414,15.344249999999999,2000-11-30,18.125,,0.0,44951,2000-10-31
6,-5.735378969318349,18.08875,2000-12-29,13.875,,0.0,44951,2000-11-30
7,-8.610301643562435,14.850240000000001,2014-02-28,15.76,,-4.2799058420714746e-05,86763,2014-01-31
8,-7.632486798138263,15.72848,2014-03-31,12.43,,-4.2799058420714746e-05,86763,2014-02-28
9,-11.702606333146019,12.40514,2014-04-30,12.44,,-4.2799058420714746e-05,86763,2014-03-31
10,-11.660416388442302,12.41512,2014-05-30,13.0,,-4.2799058420714746e-05,86763,2014-04-30
11,-10.63351693868218,12.974,2014-06-30,13.11,,-4.2799058420714746e-05,86763,2014-05-30
12,-10.43397613517295,13.08378,2014-07-31,10.96,,-4.2799058420714746e-05,86763,2014-06-30
13,-14.502642500643917,10.938080000000001,2014-08-29,8.19,,-4.2799058420714746e-05,86763,2014-07-31
14,-18.702100086740813,10.608740000000001,2014-12-31,10.9,,-4.2799058420714746e-05,86763,2014-11-28
15,-17.739081479554564,10.8782,2015-01-30,9.75,,-4.2799058420714746e-05,86763,2014-12-31
